,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
442,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,30-043,1990,9,7,621,6.9,2,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.5,2.5,0.6,0.36,0.08,0.45,0.36,0.45,Matches
443,Timo Werner\Timo-Werner,de GER,FW,Chelsea,24-308,1996,17,16,1357,15.1,4,4,0,0,0,0,0.27,0.27,0.53,0.27,0.53,6.6,6.6,2.3,0.43,0.15,0.59,0.43,0.59,Matches
444,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,30-282,1990,15,15,1350,15.0,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,0.3,0.3,2.5,0.02,0.16,0.18,0.02,0.18,Matches
445,Ben White\Ben-White,eng ENG,DFMF,Brighton,23-092,1997,16,16,1399,15.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
446,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,30-058,1990,17,15,1352,15.0,1,0,0,0,0,0,0.07,0.00,0.07,0.07,0.07,2.0,2.0,1.0,0.13,0.07,0.20,0.13,0.20,Matches
447,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,20-127,2000,1,0,7,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
448,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,19-270,2001,4,2,173,1.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.08,0.11,0.03,0.11,Matches
449,Rhys Williams\Rhys-Williams,eng ENG,DF,Liverpool,19-340,2001,2,1,121,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.03,0.14,0.17,0.03,0.17,Matches
450,Willian\Willian,br BRA,FWMF,Arsenal,32-152,1988,13,12,902,10.0,0,3,0,0,0,0,0.00,0.30,0.30,0.00,0.30,1.2,1.2,1.3,0.12,0.13,0.26,0.12,0.26,Matches
451,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,21-141,1999,6,2,237,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.17,0.02,0.18,0.17,0.18,Matches
452,Callum Wilson\Callum-Wilson,eng ENG,FW,Newcastle Utd,28-316,1992,14,14,1237,13.7,8,3,4,4,2,0,0.58,0.22,0.80,0.29,0.51,7.3,4.3,1.2,0.53,0.08,0.62,0.31,0.39,Matches
453,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,24-341,1996,7,5,449,5.0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
454,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,29-032,1991,15,15,1288,14.3,3,0,0,0,0,0,0.21,0.00,0.21,0.21,0.21,5.9,5.9,0.8,0.41,0.06,0.47,0.41,0.47,Matches
455,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,28-103,1992,13,12,996,11.1,1,0,0,0,2,1,0.09,0.00,0.09,0.09,0.09,0.6,0.6,0.1,0.05,0.01,0.06,0.05,0.06,Matches
456,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,31-077,1989,9,1,247,2.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.07,0.25,0.32,0.07,0.32,Matches
457,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,27-183,1993,5,4,353,3.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches
458,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,28-059,1992,15,15,1340,14.9,8,2,2,2,3,0,0.54,0.13,0.67,0.40,0.54,5.4,3.8,1.9,0.36,0.13,0.49,0.26,0.39,Matches
459,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Fulham,25-053,1995,15,13,1194,13.3,0,2,0,0,2,0,0.00,0.15,0.15,0.00,0.15,1.0,1.0,1.2,0.07,0.09,0.16,0.07,0.16,Matches
460,Andi Zeqiri\Andi-Zeqiri,ch SUI,FWDF,Brighton,21-200,1999,2,0,64,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.44,0.00,0.44,0.44,0.44,Matches
461,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,24-024,1996,2,1,103,1.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.14,0.00,0.14,0.14,0.14,Matches
462,Hakim Ziyech\Hakim-Ziyech,ma MAR,FW,Chelsea,27-295,1993,8,6,451,5.0,1,3,0,0,1,0,0.20,0.60,0.80,0.20,0.80,0.5,0.5,2.1,0.09,0.41,0.50,0.09,0.50,Matches
463,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,26-073,1994,15,15,1350,15.0,4,0,0,0,1,0,0.27,0.00,0.27,0.27,0.27,0.9,0.9,0.0,0.06,0.00,0.07,0.06,0.07,Matches
