,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
112,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-069,1989,5,2,214,2.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
113,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-289,1995,15,14,1217,13.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,2.5,2.5,0.6,0.18,0.04,0.22,0.18,0.22,Matches
114,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-327,1999,10,4,384,4.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.06,0.01,0.07,0.06,0.07,Matches
115,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-285,1998,15,14,1069,11.9,1,0,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.1,0.08,0.01,0.09,0.08,0.09,Matches
116,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-046,1996,14,11,999,11.1,3,3,0,0,2,0,0.27,0.27,0.54,0.27,0.54,2.5,2.5,2.5,0.23,0.23,0.45,0.23,0.45,Matches
117,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-260,1997,17,17,1509,16.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.0,0.10,0.00,0.10,0.10,0.10,Matches
118,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-014,1994,18,18,1620,18.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.03,0.00,0.03,0.03,0.03,Matches
119,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-193,1993,10,10,881,9.8,0,5,0,0,0,1,0.00,0.51,0.51,0.00,0.51,0.2,0.2,2.1,0.02,0.21,0.23,0.02,0.23,Matches
120,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-205,1991,5,5,370,4.1,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
121,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-020,1997,4,3,298,3.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
122,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-228,1998,13,10,696,7.7,1,0,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.5,0.5,0.5,0.06,0.06,0.12,0.06,0.12,Matches
123,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-013,1992,9,9,794,8.8,0,1,0,0,3,1,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.5,0.04,0.06,0.09,0.04,0.09,Matches
124,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-041,1997,12,12,1051,11.7,2,0,0,0,3,1,0.17,0.00,0.17,0.17,0.17,0.7,0.7,0.0,0.06,0.00,0.07,0.06,0.07,Matches
125,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-028,1993,17,17,1448,16.1,1,2,0,0,5,0,0.06,0.12,0.19,0.06,0.19,1.4,1.4,1.4,0.09,0.09,0.18,0.09,0.18,Matches
126,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-125,1991,2,2,151,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
127,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-069,1991,17,17,1529,17.0,2,0,0,0,4,1,0.12,0.00,0.12,0.12,0.12,1.7,1.7,0.3,0.10,0.02,0.12,0.10,0.12,Matches
128,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-102,1997,2,2,180,2.0,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.13,0.05,0.19,0.13,0.19,Matches
129,Ederson\Ederson,br BRA,GK,Manchester City,27-165,1993,18,18,1620,18.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
130,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,22-347,1998,5,1,118,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
131,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-101,1992,18,18,1541,17.1,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.02,0.00,0.03,0.02,0.03,Matches
132,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-142,1987,5,1,133,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.09,0.18,0.27,0.09,0.27,Matches
133,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-202,1992,12,10,910,10.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.04,0.01,0.05,0.04,0.05,Matches
134,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-026,1988,16,16,1415,15.7,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.1,0.01,0.01,0.02,0.01,0.02,Matches
135,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-214,1998,18,13,1233,13.7,2,2,0,0,2,0,0.15,0.15,0.29,0.15,0.29,1.1,1.1,1.1,0.08,0.08,0.16,0.08,0.16,Matches
136,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-286,1985,19,19,1710,19.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
137,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-098,1993,17,16,1472,16.4,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04,Matches
138,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-143,1994,20,19,1653,18.4,11,7,5,6,4,0,0.60,0.38,0.98,0.33,0.71,9.2,4.6,7.4,0.50,0.40,0.90,0.25,0.66,Matches
139,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,31-343,1989,16,16,1381,15.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
140,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-270,1985,9,4,431,4.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.10,0.00,0.10,0.10,0.10,Matches
141,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-266,1998,3,0,62,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
142,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-119,1991,20,19,1596,17.7,6,3,0,0,1,0,0.34,0.17,0.51,0.34,0.51,8.4,8.4,2.9,0.47,0.16,0.64,0.47,0.64,Matches
143,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-158,1991,14,12,1056,11.7,0,2,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.5,0.5,1.6,0.05,0.13,0.18,0.05,0.18,Matches
144,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-246,2000,15,9,843,9.4,4,2,0,0,0,0,0.43,0.21,0.64,0.43,0.64,2.9,2.9,1.5,0.31,0.16,0.47,0.31,0.47,Matches
145,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-043,2000,15,15,1312,14.6,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.05,0.01,0.06,0.05,0.06,Matches
146,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,24-342,1996,19,18,1470,16.3,2,2,0,0,2,0,0.12,0.12,0.24,0.12,0.24,3.8,3.8,1.6,0.23,0.10,0.33,0.23,0.33,Matches
147,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-318,1988,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
148,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-027,1998,1,1,80,0.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.03,0.31,0.34,0.03,0.34,Matches
149,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Newcastle Utd,26-340,1994,10,4,415,4.6,0,1,0,0,2,1,0.00,0.22,0.22,0.00,0.22,0.3,0.3,0.5,0.06,0.10,0.16,0.06,0.16,Matches
150,Fred\Fred,br BRA,MF,Manchester Utd,27-330,1993,14,12,1092,12.1,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.4,0.05,0.11,0.16,0.05,0.16,Matches
151,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,28-111,1992,6,4,329,3.7,0,1,0,0,2,0,0.00,0.27,0.27,0.00,0.27,0.2,0.2,1.1,0.04,0.29,0.34,0.04,0.34,Matches
152,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-297,1986,9,8,702,7.8,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
153,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-090,1995,19,17,1537,17.1,1,2,0,0,2,0,0.06,0.12,0.18,0.06,0.18,1.0,1.0,1.4,0.06,0.08,0.14,0.06,0.14,Matches
154,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,20-358,2000,14,14,1248,13.9,2,0,0,0,6,0,0.14,0.00,0.14,0.14,0.14,1.0,1.0,0.2,0.07,0.02,0.09,0.07,0.09,Matches
155,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-020,2001,3,2,201,2.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.04,0.04,0.01,0.04,Matches
156,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-104,1990,6,0,88,1.0,1,0,0,0,0,0,1.02,0.00,1.02,1.02,1.02,0.4,0.4,0.0,0.37,0.02,0.38,0.37,0.38,Matches
157,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-083,1990,18,18,1575,17.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
158,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-271,1995,12,5,524,5.8,5,0,2,2,1,0,0.86,0.00,0.86,0.52,0.52,3.8,2.3,0.9,0.65,0.15,0.80,0.39,0.54,Matches
159,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-125,1989,9,8,719,8.0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.03,0.04,0.01,0.04,Matches
160,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-002,2000,2,1,94,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.09,0.09,0.00,0.09,Matches
161,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-232,2001,2,0,36,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
162,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-121,1986,11,6,511,5.7,3,0,0,0,1,0,0.53,0.00,0.53,0.53,0.53,2.9,2.9,0.5,0.50,0.09,0.59,0.50,0.59,Matches
163,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-014,1998,12,11,1050,11.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
164,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-183,1993,13,6,667,7.4,0,1,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,0.2,0.01,0.02,0.04,0.01,0.04,Matches
165,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-251,1997,7,6,590,6.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
166,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,19-340,2001,3,1,88,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
167,Karlan Grant\Karlan-Grant,eng ENG,FW,West Brom,23-133,1997,13,13,920,10.2,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,2.1,2.1,0.0,0.21,0.00,0.21,0.21,0.21,Matches
168,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-215,1996,1,0,19,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.17,0.00,0.17,0.17,0.17,Matches
169,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-141,1995,18,18,1617,18.0,6,8,0,0,4,0,0.33,0.45,0.78,0.33,0.78,4.0,4.0,7.2,0.22,0.40,0.62,0.22,0.62,Matches
170,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-120,2001,14,10,782,8.7,1,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,2.4,2.4,0.6,0.28,0.06,0.35,0.28,0.35,Matches
171,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-228,1991,16,9,898,10.0,2,2,2,2,1,0,0.20,0.20,0.40,0.00,0.20,2.4,0.8,1.8,0.24,0.18,0.41,0.08,0.26,Matches
172,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-235,1988,3,2,148,1.6,0,1,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.1,0.06,0.07,0.13,0.06,0.13,Matches
173,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-019,1987,20,20,1800,20.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
174,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-097,1990,14,12,1036,11.5,7,0,1,1,0,0,0.61,0.00,0.61,0.52,0.52,3.9,3.1,1.5,0.34,0.13,0.47,0.27,0.41,Matches
175,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-315,2004,1,0,11,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,1.16,0.00,1.16,1.16,1.16,Matches
176,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-221,1994,16,10,937,10.4,3,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,0.28,0.12,0.40,0.28,0.40,Matches
177,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,20-327,2000,2,0,32,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
178,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-070,1996,18,18,1489,16.5,4,4,0,0,1,0,0.24,0.24,0.48,0.24,0.48,3.3,3.3,4.1,0.20,0.25,0.45,0.20,0.45,Matches
179,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-197,1995,4,4,360,4.0,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,0.27,0.00,0.27,0.27,0.27,Matches
180,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-232,1999,17,12,974,10.8,1,2,0,0,2,0,0.09,0.18,0.28,0.09,0.28,1.6,1.6,1.1,0.15,0.10,0.25,0.15,0.25,Matches
181,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-313,1995,15,13,1181,13.1,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.02,0.03,0.05,0.02,0.05,Matches
182,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-194,1992,4,3,263,2.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.04,0.03,0.04,Matches
183,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-004,1991,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
184,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-323,1997,3,2,225,2.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
185,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-226,1990,16,15,1315,14.6,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,1.6,1.6,1.2,0.11,0.08,0.19,0.11,0.19,Matches
186,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,28-364,1992,14,13,1104,12.3,2,1,0,0,0,0,0.16,0.08,0.24,0.16,0.24,0.9,0.9,0.7,0.07,0.06,0.13,0.07,0.13,Matches
187,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-293,1985,9,2,267,3.0,0,2,0,0,0,0,0.00,0.67,0.67,0.00,0.67,0.8,0.8,0.6,0.28,0.21,0.50,0.28,0.50,Matches
188,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-205,1992,19,19,1613,17.9,12,6,0,0,0,0,0.67,0.33,1.00,0.67,1.00,6.6,6.6,4.1,0.37,0.23,0.60,0.37,0.60,Matches
189,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DFFW,Wolves,19-011,2002,5,1,193,2.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.04,0.04,0.00,0.04,Matches
190,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-131,1995,17,16,1485,16.5,0,1,0,0,2,0,0.00,0.06,0.06,0.00,0.06,1.1,1.1,0.2,0.06,0.01,0.07,0.06,0.07,Matches
191,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-099,1996,9,9,790,8.8,1,0,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.2,0.09,0.02,0.10,0.09,0.10,Matches
192,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,29-362,1991,4,3,225,2.5,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,0.20,0.32,0.52,0.20,0.52,Matches
193,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,20-083,2000,11,4,506,5.6,2,1,0,0,0,0,0.36,0.18,0.53,0.36,0.53,0.8,0.8,1.3,0.14,0.23,0.38,0.14,0.38,Matches
194,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-177,1995,19,19,1710,19.0,1,2,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.5,0.5,0.8,0.03,0.04,0.07,0.03,0.07,Matches
195,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-227,1989,1,0,10,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
196,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,24-118,1996,10,2,242,2.7,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,1.4,0.7,0.6,0.53,0.22,0.75,0.25,0.46,Matches
197,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-190,1992,14,13,1128,12.5,7,3,2,2,1,0,0.56,0.24,0.80,0.40,0.64,5.1,3.5,1.2,0.40,0.09,0.50,0.28,0.38,Matches
198,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,36-342,1984,11,8,742,8.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.07,0.01,0.07,0.07,0.07,Matches
199,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-271,1996,16,9,881,9.8,1,2,0,0,0,0,0.10,0.20,0.31,0.10,0.31,0.7,0.7,1.5,0.07,0.16,0.23,0.07,0.23,Matches
200,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-165,1982,4,2,232,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
201,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWDF,Brighton,27-171,1993,11,2,253,2.8,0,1,0,0,2,0,0.00,0.36,0.36,0.00,0.36,1.1,1.1,1.8,0.38,0.65,1.03,0.38,1.03,Matches
202,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-080,1997,6,5,324,3.6,1,0,0,0,2,0,0.28,0.00,0.28,0.28,0.28,0.7,0.7,0.2,0.19,0.05,0.23,0.19,0.23,Matches
203,Reece James\Reece-James,eng ENG,DF,Chelsea,21-052,1999,14,13,1174,13.0,1,2,0,0,3,0,0.08,0.15,0.23,0.08,0.23,0.7,0.7,1.8,0.05,0.14,0.19,0.05,0.19,Matches
204,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-301,1997,11,8,807,9.0,2,1,0,0,1,0,0.22,0.11,0.33,0.22,0.33,2.0,2.0,1.8,0.23,0.20,0.43,0.23,0.43,Matches
205,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-269,1991,10,10,823,9.1,4,0,0,0,0,0,0.44,0.00,0.44,0.44,0.44,2.4,2.4,0.8,0.26,0.08,0.34,0.26,0.34,Matches
206,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-168,1996,16,12,1040,11.6,1,2,0,0,2,0,0.09,0.17,0.26,0.09,0.26,1.7,1.7,1.1,0.15,0.10,0.25,0.15,0.25,Matches
207,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,21-005,2000,4,1,144,1.6,1,0,0,0,0,0,0.62,0.00,0.62,0.62,0.62,0.3,0.3,0.0,0.21,0.00,0.21,0.21,0.21,Matches
208,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-310,1993,19,19,1710,19.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
209,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,19-365,2001,13,7,700,7.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,0.08,0.07,0.15,0.08,0.15,Matches
210,Jorginho\Jorginho,it ITA,MF,Chelsea,29-040,1991,12,9,792,8.8,3,1,3,5,0,0,0.34,0.11,0.45,0.00,0.11,3.9,0.1,1.0,0.44,0.11,0.55,0.01,0.12,Matches
211,Willian José\Willian-Jose,br BRA,MF,Wolves,29-067,1991,1,0,19,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
212,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-056,1996,9,5,503,5.6,5,0,0,0,0,0,0.89,0.00,0.89,0.89,0.89,2.4,2.4,1.2,0.44,0.22,0.66,0.44,0.66,Matches
213,James Justin\James-Justin,eng ENG,DF,Leicester City,22-341,1998,20,20,1800,20.0,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.7,0.7,1.7,0.03,0.08,0.12,0.03,0.12,Matches
214,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,25-328,1995,11,2,315,3.5,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.11,0.12,0.23,0.11,0.23,Matches
215,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-185,1993,19,19,1654,18.4,12,11,3,3,1,0,0.65,0.60,1.25,0.49,1.09,9.9,7.6,4.7,0.54,0.25,0.79,0.41,0.67,Matches
216,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-306,1991,17,17,1478,16.4,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.8,0.02,0.05,0.06,0.02,0.06,Matches
217,Moise Kean\Moise-Kean,it ITA,FW,Everton,20-336,2000,2,0,15,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21,Matches
218,Michael Keane\Michael-Keane,eng ENG,DF,Everton,28-018,1993,17,17,1505,16.7,3,0,0,0,0,0,0.18,0.00,0.18,0.18,0.18,1.0,1.0,0.5,0.06,0.03,0.09,0.06,0.09,Matches
219,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-325,1992,5,1,119,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.22,0.00,0.22,0.22,0.22,Matches
220,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,25-354,1995,7,6,395,4.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,0.10,0.13,0.23,0.10,0.23,Matches
221,Caoimhin Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,22-067,1998,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
222,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-320,1997,4,1,79,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
223,Reda Khadra\Reda-Khadra,de GER,FW,Brighton,19-209,2001,1,0,5,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
224,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-251,1997,11,9,850,9.4,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.4,0.03,0.04,0.07,0.03,0.07,Matches
225,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-230,1990,19,18,1526,17.0,3,5,2,2,4,0,0.18,0.29,0.47,0.06,0.35,2.7,1.2,3.0,0.16,0.18,0.34,0.07,0.25,Matches
