,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
112,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-284,1995,14,13,1127,12.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,2.4,2.4,0.6,0.19,0.05,0.24,0.19,0.24,Matches
113,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-322,1999,9,3,294,3.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
114,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-280,1998,15,14,1069,11.9,1,0,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.1,0.08,0.01,0.09,0.08,0.09,Matches
115,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-041,1996,13,10,909,10.1,2,2,0,0,2,0,0.20,0.20,0.40,0.20,0.40,2.3,2.3,2.3,0.22,0.22,0.45,0.22,0.45,Matches
116,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-255,1997,16,16,1419,15.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.0,0.11,0.00,0.11,0.11,0.11,Matches
117,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-009,1994,17,17,1530,17.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.03,0.00,0.03,0.03,0.03,Matches
118,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-188,1993,9,9,791,8.8,0,5,0,0,0,1,0.00,0.57,0.57,0.00,0.57,0.2,0.2,1.8,0.02,0.21,0.23,0.02,0.23,Matches
119,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-200,1991,5,5,370,4.1,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
120,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-015,1997,4,3,298,3.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
121,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-223,1998,13,10,696,7.7,1,0,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.5,0.5,0.5,0.06,0.06,0.12,0.06,0.12,Matches
122,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-008,1992,8,8,704,7.8,0,1,0,0,3,1,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.5,0.04,0.06,0.11,0.04,0.11,Matches
123,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-036,1997,12,12,1051,11.7,2,0,0,0,3,1,0.17,0.00,0.17,0.17,0.17,0.7,0.7,0.0,0.06,0.00,0.07,0.06,0.07,Matches
124,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-023,1993,17,17,1448,16.1,1,2,0,0,5,0,0.06,0.12,0.19,0.06,0.19,1.4,1.4,1.4,0.09,0.09,0.18,0.09,0.18,Matches
125,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-120,1991,2,2,151,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
126,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-064,1991,16,16,1439,16.0,2,0,0,0,4,1,0.13,0.00,0.13,0.13,0.13,1.6,1.6,0.3,0.10,0.02,0.12,0.10,0.12,Matches
127,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-097,1997,2,2,180,2.0,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.13,0.05,0.19,0.13,0.19,Matches
128,Ederson\Ederson,br BRA,GK,Manchester City,27-160,1993,17,17,1530,17.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
129,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,22-342,1998,5,1,118,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
130,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-096,1992,18,18,1541,17.1,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.02,0.00,0.03,0.02,0.03,Matches
131,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-137,1987,5,1,133,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.09,0.18,0.27,0.09,0.27,Matches
132,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-197,1992,11,10,897,10.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.04,0.01,0.05,0.04,0.05,Matches
133,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-021,1988,15,15,1339,14.9,0,1,0,0,5,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.1,0.01,0.01,0.02,0.01,0.02,Matches
134,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-209,1998,17,12,1143,12.7,2,2,0,0,2,0,0.16,0.16,0.31,0.16,0.31,1.1,1.1,0.9,0.09,0.07,0.16,0.09,0.16,Matches
135,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-281,1985,18,18,1620,18.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
136,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-093,1993,17,16,1472,16.4,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04,Matches
137,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-138,1994,19,18,1563,17.4,11,7,5,6,4,0,0.63,0.40,1.04,0.35,0.75,9.0,4.5,6.4,0.52,0.37,0.89,0.26,0.62,Matches
138,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,31-338,1989,16,16,1381,15.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
139,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-265,1985,9,4,431,4.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.10,0.00,0.10,0.10,0.10,Matches
140,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-261,1998,3,0,62,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
141,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-114,1991,19,18,1510,16.8,5,3,0,0,1,0,0.30,0.18,0.48,0.30,0.48,7.7,7.7,2.7,0.46,0.16,0.62,0.46,0.62,Matches
142,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-153,1991,13,11,966,10.7,0,1,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.5,0.5,0.8,0.05,0.08,0.13,0.05,0.13,Matches
143,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-241,2000,14,8,792,8.8,4,2,0,0,0,0,0.45,0.23,0.68,0.45,0.68,2.7,2.7,1.5,0.31,0.17,0.47,0.31,0.47,Matches
144,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-038,2000,14,14,1222,13.6,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.05,0.01,0.06,0.05,0.06,Matches
145,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,24-337,1996,18,17,1380,15.3,2,2,0,0,2,0,0.13,0.13,0.26,0.13,0.26,3.7,3.7,1.4,0.24,0.09,0.34,0.24,0.34,Matches
146,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-313,1988,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
147,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-022,1998,1,1,80,0.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.03,0.31,0.34,0.03,0.34,Matches
148,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Newcastle Utd,26-335,1994,9,3,339,3.8,0,1,0,0,2,1,0.00,0.27,0.27,0.00,0.27,0.2,0.2,0.4,0.05,0.10,0.15,0.05,0.15,Matches
149,Fred\Fred,br BRA,MF,Manchester Utd,27-325,1993,14,12,1092,12.1,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.4,0.05,0.11,0.16,0.05,0.16,Matches
150,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,28-106,1992,5,4,319,3.5,0,1,0,0,2,0,0.00,0.28,0.28,0.00,0.28,0.2,0.2,1.1,0.04,0.30,0.35,0.04,0.35,Matches
151,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-292,1986,9,8,702,7.8,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
152,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-085,1995,18,16,1447,16.1,1,2,0,0,2,0,0.06,0.12,0.19,0.06,0.19,1.0,1.0,1.4,0.06,0.09,0.15,0.06,0.15,Matches
153,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,20-353,2000,14,14,1248,13.9,2,0,0,0,6,0,0.14,0.00,0.14,0.14,0.14,1.0,1.0,0.2,0.07,0.02,0.09,0.07,0.09,Matches
154,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-015,2001,3,2,201,2.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.04,0.04,0.01,0.04,Matches
155,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,30-099,1990,5,0,74,0.8,1,0,0,0,0,0,1.22,0.00,1.22,1.22,1.22,0.3,0.3,0.0,0.33,0.02,0.34,0.33,0.34,Matches
156,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-078,1990,17,17,1485,16.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
157,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-266,1995,11,5,516,5.7,5,0,2,2,1,0,0.87,0.00,0.87,0.52,0.52,3.8,2.3,0.9,0.66,0.16,0.81,0.39,0.55,Matches
158,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-120,1989,8,7,629,7.0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.04,0.04,0.01,0.04,Matches
159,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,20-363,2000,2,1,94,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.09,0.09,0.00,0.09,Matches
160,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-227,2001,2,0,36,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
161,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-116,1986,10,5,435,4.8,3,0,0,0,1,0,0.62,0.00,0.62,0.62,0.62,2.8,2.8,0.5,0.58,0.10,0.68,0.58,0.68,Matches
162,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-009,1998,11,10,960,10.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
163,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-178,1993,12,5,577,6.4,0,1,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
164,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-246,1997,7,6,590,6.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
165,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,19-335,2001,3,1,88,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
166,Karlan Grant\Karlan-Grant,eng ENG,FW,West Brom,23-128,1997,12,12,857,9.5,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.1,2.1,0.0,0.22,0.00,0.22,0.22,0.22,Matches
167,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-210,1996,1,0,19,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.17,0.00,0.17,0.17,0.17,Matches
168,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-136,1995,17,17,1527,17.0,5,8,0,0,4,0,0.29,0.47,0.77,0.29,0.77,3.5,3.5,6.9,0.21,0.41,0.61,0.21,0.61,Matches
169,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-115,2001,13,9,717,8.0,1,0,0,0,1,0,0.13,0.00,0.13,0.13,0.13,1.8,1.8,0.6,0.23,0.07,0.30,0.23,0.30,Matches
170,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-223,1991,15,8,808,9.0,2,2,2,2,1,0,0.22,0.22,0.45,0.00,0.22,2.1,0.6,1.6,0.24,0.18,0.41,0.07,0.25,Matches
171,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-230,1988,3,2,148,1.6,0,1,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.1,0.06,0.07,0.13,0.06,0.13,Matches
172,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-014,1987,19,19,1710,19.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
173,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-092,1990,13,11,985,10.9,5,0,1,1,0,0,0.46,0.00,0.46,0.37,0.37,3.5,2.7,1.4,0.32,0.13,0.45,0.25,0.38,Matches
174,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-310,2004,1,0,11,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,1.16,0.00,1.16,1.16,1.16,Matches
175,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-216,1994,16,10,937,10.4,3,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,0.28,0.12,0.40,0.28,0.40,Matches
176,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,20-322,2000,2,0,32,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
177,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-065,1996,17,17,1399,15.5,3,4,0,0,0,0,0.19,0.26,0.45,0.19,0.45,3.0,3.0,4.1,0.19,0.27,0.46,0.19,0.46,Matches
178,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-192,1995,4,4,360,4.0,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,0.27,0.00,0.27,0.27,0.27,Matches
179,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-227,1999,16,11,884,9.8,1,2,0,0,2,0,0.10,0.20,0.31,0.10,0.31,1.4,1.4,0.9,0.14,0.09,0.23,0.14,0.23,Matches
180,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-308,1995,14,12,1091,12.1,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.02,0.03,0.05,0.02,0.05,Matches
181,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-189,1992,4,3,263,2.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.04,0.03,0.04,Matches
182,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,29-365,1991,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
183,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-318,1997,3,2,225,2.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
184,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-221,1990,15,14,1225,13.6,1,1,0,0,0,0,0.07,0.07,0.15,0.07,0.15,1.4,1.4,1.2,0.10,0.09,0.19,0.10,0.19,Matches
185,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,28-359,1992,13,12,1014,11.3,2,1,0,0,0,0,0.18,0.09,0.27,0.18,0.27,0.9,0.9,0.7,0.08,0.06,0.14,0.08,0.14,Matches
186,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-288,1985,9,2,267,3.0,0,2,0,0,0,0,0.00,0.67,0.67,0.00,0.67,0.8,0.8,0.6,0.28,0.21,0.50,0.28,0.50,Matches
187,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-200,1992,18,18,1523,16.9,12,6,0,0,0,0,0.71,0.35,1.06,0.71,1.06,6.5,6.5,4.1,0.38,0.24,0.63,0.38,0.63,Matches
188,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DFFW,Wolves,19-006,2002,4,1,148,1.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.05,0.00,0.05,Matches
189,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-126,1995,16,15,1395,15.5,0,1,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.9,0.9,0.2,0.06,0.01,0.07,0.06,0.07,Matches
190,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-094,1996,8,8,711,7.9,1,0,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.7,0.7,0.1,0.09,0.01,0.10,0.09,0.10,Matches
191,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,29-357,1991,4,3,225,2.5,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,0.20,0.32,0.52,0.20,0.52,Matches
192,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,20-078,2000,10,3,416,4.6,2,1,0,0,0,0,0.43,0.22,0.65,0.43,0.65,0.7,0.7,1.1,0.15,0.24,0.40,0.15,0.40,Matches
193,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-172,1995,18,18,1620,18.0,0,2,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,0.8,0.02,0.04,0.07,0.02,0.07,Matches
194,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-222,1989,1,0,10,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
195,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,24-113,1996,10,2,242,2.7,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,1.4,0.7,0.6,0.53,0.22,0.75,0.25,0.46,Matches
196,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-185,1992,13,12,1055,11.7,7,3,2,2,1,0,0.60,0.26,0.85,0.43,0.68,4.8,3.3,1.0,0.41,0.09,0.50,0.28,0.37,Matches
197,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,36-337,1984,11,8,742,8.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.07,0.01,0.07,0.07,0.07,Matches
198,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-266,1996,15,9,870,9.7,1,2,0,0,0,0,0.10,0.21,0.31,0.10,0.31,0.7,0.7,1.5,0.08,0.16,0.23,0.08,0.23,Matches
199,Phil Jagielka\Phil-Jagielka,eng ENG,DFMF,Sheffield Utd,38-160,1982,3,1,142,1.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
200,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWDF,Brighton,27-166,1993,11,2,253,2.8,0,1,0,0,2,0,0.00,0.36,0.36,0.00,0.36,1.1,1.1,1.8,0.38,0.65,1.03,0.38,1.03,Matches
201,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-075,1997,6,5,324,3.6,1,0,0,0,2,0,0.28,0.00,0.28,0.28,0.28,0.7,0.7,0.2,0.19,0.05,0.23,0.19,0.23,Matches
202,Reece James\Reece-James,eng ENG,DF,Chelsea,21-047,1999,14,13,1174,13.0,1,2,0,0,3,0,0.08,0.15,0.23,0.08,0.23,0.7,0.7,1.9,0.05,0.15,0.20,0.05,0.20,Matches
203,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-296,1997,10,8,776,8.6,2,1,0,0,1,0,0.23,0.12,0.35,0.23,0.35,2.0,2.0,1.8,0.24,0.21,0.44,0.24,0.44,Matches
204,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-264,1991,10,10,823,9.1,4,0,0,0,0,0,0.44,0.00,0.44,0.44,0.44,2.4,2.4,0.8,0.26,0.08,0.34,0.26,0.34,Matches
205,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-163,1996,16,12,1040,11.6,1,2,0,0,2,0,0.09,0.17,0.26,0.09,0.26,1.7,1.7,1.1,0.15,0.10,0.25,0.15,0.25,Matches
206,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,21-000,2000,4,1,144,1.6,1,0,0,0,0,0,0.62,0.00,0.62,0.62,0.62,0.3,0.3,0.0,0.21,0.00,0.21,0.21,0.21,Matches
207,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-305,1993,18,18,1620,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
208,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,19-360,2001,12,7,687,7.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,0.08,0.07,0.15,0.08,0.15,Matches
209,Jorginho\Jorginho,it ITA,MF,Chelsea,29-035,1991,11,8,702,7.8,3,1,3,5,0,0,0.38,0.13,0.51,0.00,0.13,3.9,0.1,1.0,0.50,0.12,0.62,0.01,0.13,Matches
210,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-051,1996,9,5,503,5.6,5,0,0,0,0,0,0.89,0.00,0.89,0.89,0.89,2.4,2.4,1.2,0.44,0.22,0.66,0.44,0.66,Matches
211,James Justin\James-Justin,eng ENG,DF,Leicester City,22-336,1998,19,19,1710,19.0,1,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,0.6,0.6,1.7,0.03,0.09,0.12,0.03,0.12,Matches
212,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,25-323,1995,11,2,315,3.5,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.11,0.12,0.23,0.11,0.23,Matches
213,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-180,1993,18,18,1609,17.9,12,11,3,3,1,0,0.67,0.62,1.29,0.50,1.12,9.9,7.6,4.7,0.55,0.26,0.81,0.42,0.69,Matches
214,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-301,1991,17,17,1478,16.4,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.8,0.02,0.05,0.06,0.02,0.06,Matches
215,Moise Kean\Moise-Kean,it ITA,FW,Everton,20-331,2000,2,0,15,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21,Matches
216,Michael Keane\Michael-Keane,eng ENG,DF,Everton,28-013,1993,16,16,1415,15.7,3,0,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.0,1.0,0.5,0.06,0.03,0.09,0.06,0.09,Matches
217,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-320,1992,5,1,119,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.22,0.00,0.22,0.22,0.22,Matches
218,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,25-349,1995,7,6,395,4.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,0.10,0.13,0.23,0.10,0.23,Matches
219,Caoimhin Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,22-062,1998,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
220,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-315,1997,4,1,79,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
221,Reda Khadra\Reda-Khadra,de GER,FW,Brighton,19-204,2001,1,0,5,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
222,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-246,1997,10,8,760,8.4,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.4,0.03,0.04,0.08,0.03,0.08,Matches
223,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-225,1990,18,18,1491,16.6,3,5,2,2,4,0,0.18,0.30,0.48,0.06,0.36,2.6,1.1,3.0,0.16,0.18,0.34,0.06,0.25,Matches
224,Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-191,1996,11,11,908,10.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.07,0.02,0.08,0.07,0.08,Matches
225,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-218,1993,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
