,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
453,Timo Werner\Timo-Werner,de GER,FW,Chelsea,24-324,1996,19,16,1396,15.5,4,4,0,0,0,0,0.26,0.26,0.52,0.26,0.52,6.8,6.8,2.3,0.44,0.15,0.59,0.44,0.59,Matches
454,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,30-298,1990,18,18,1620,18.0,1,1,0,0,4,0,0.06,0.06,0.11,0.06,0.11,0.3,0.3,2.6,0.01,0.15,0.16,0.01,0.16,Matches
455,Ben White\Ben-White,eng ENG,DFMF,Brighton,23-108,1997,18,18,1579,17.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
456,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,30-074,1990,19,17,1530,17.0,1,0,0,0,0,0,0.06,0.00,0.06,0.06,0.06,2.0,2.0,1.2,0.12,0.07,0.19,0.12,0.19,Matches
457,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,20-143,2000,1,0,7,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
458,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,19-286,2001,4,2,173,1.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.08,0.11,0.03,0.11,Matches
459,Rhys Williams\Rhys-Williams,eng ENG,DF,Liverpool,19-356,2001,2,1,121,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.03,0.14,0.17,0.03,0.17,Matches
460,Willian\Willian,br BRA,FWMF,Arsenal,32-168,1988,14,12,914,10.2,0,3,0,0,0,0,0.00,0.30,0.30,0.00,0.30,1.3,1.3,1.5,0.13,0.15,0.28,0.13,0.28,Matches
461,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,21-157,1999,6,2,237,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.17,0.02,0.18,0.17,0.18,Matches
462,Callum Wilson\Callum-Wilson,eng ENG,FW,Newcastle Utd,28-332,1992,17,17,1507,16.7,8,3,4,4,2,0,0.48,0.18,0.66,0.24,0.42,7.6,4.6,1.2,0.46,0.07,0.53,0.27,0.35,Matches
463,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,24-357,1996,8,6,523,5.8,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.05,0.05,0.01,0.05,Matches
464,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,29-048,1991,18,18,1528,17.0,3,0,0,0,0,0,0.18,0.00,0.18,0.18,0.18,6.0,6.0,1.0,0.35,0.06,0.41,0.35,0.41,Matches
465,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,28-119,1992,15,14,1176,13.1,1,0,0,0,2,1,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.1,0.05,0.01,0.06,0.05,0.06,Matches
466,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,31-093,1989,11,1,285,3.2,0,1,0,0,2,0,0.00,0.32,0.32,0.00,0.32,0.4,0.4,1.0,0.13,0.30,0.44,0.13,0.44,Matches
467,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,27-199,1993,6,5,436,4.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
468,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,28-075,1992,16,16,1430,15.9,8,2,2,2,3,0,0.50,0.13,0.63,0.38,0.50,5.5,4.0,2.0,0.35,0.12,0.47,0.25,0.37,Matches
469,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Fulham,25-069,1995,18,16,1452,16.1,0,3,0,0,4,0,0.00,0.19,0.19,0.00,0.19,1.0,1.0,1.4,0.06,0.09,0.15,0.06,0.15,Matches
470,Andi Zeqiri\Andi-Zeqiri,ch SUI,FWDF,Brighton,21-216,1999,2,0,64,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.44,0.00,0.44,0.44,0.44,Matches
471,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,24-040,1996,5,3,346,3.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.06,0.00,0.06,0.06,0.06,Matches
472,Hakim Ziyech\Hakim-Ziyech,ma MAR,FW,Chelsea,27-311,1993,10,7,549,6.1,1,3,0,0,3,0,0.16,0.49,0.66,0.16,0.66,0.7,0.7,2.1,0.11,0.35,0.46,0.11,0.46,Matches
473,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,26-089,1994,15,15,1350,15.0,4,0,0,0,1,0,0.27,0.00,0.27,0.27,0.27,0.9,0.9,0.0,0.06,0.00,0.07,0.06,0.07,Matches
