,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
453,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,20-325,2000,1,1,66,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.22,0.22,0.00,0.22,Matches
454,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,28-280,1992,13,3,376,4.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,0.19,0.09,0.29,0.19,0.29,Matches
455,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,31-326,1989,15,15,1234,13.7,2,2,0,0,0,0,0.15,0.15,0.29,0.15,0.29,2.6,2.6,0.8,0.19,0.06,0.25,0.19,0.25,Matches
456,Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,31-326,1989,1,0,13,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
457,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,30-253,1990,15,14,1200,13.3,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.2,0.2,0.3,0.02,0.02,0.04,0.02,0.04,Matches
458,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,23-298,1997,18,18,1619,18.0,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04,Matches
459,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,23-071,1997,20,20,1800,20.0,2,1,0,0,1,0,0.10,0.05,0.15,0.10,0.15,0.8,0.8,1.1,0.04,0.06,0.10,0.04,0.10,Matches
460,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,31-099,1989,12,11,996,11.1,0,1,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.4,0.00,0.03,0.04,0.00,0.04,Matches
461,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,26-096,1994,21,21,1890,21.0,4,5,0,0,4,0,0.19,0.24,0.43,0.19,0.43,1.3,1.3,2.2,0.06,0.10,0.17,0.06,0.17,Matches
462,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,25-037,1995,20,20,1800,20.0,9,2,1,2,1,0,0.45,0.10,0.55,0.40,0.50,11.1,9.6,2.0,0.55,0.10,0.65,0.48,0.58,Matches
463,Caleb Watts\Caleb-Watts,au AUS,MFFW,Southampton,19-020,2002,1,0,17,0.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
464,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,26-032,1995,21,21,1890,21.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,0.05,0.01,0.05,0.05,0.05,Matches
465,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,30-071,1990,9,7,621,6.9,2,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.5,2.5,0.6,0.37,0.08,0.45,0.37,0.45,Matches
466,Timo Werner\Timo-Werner,de GER,FW,Chelsea,24-336,1996,21,18,1576,17.5,4,4,0,0,0,0,0.23,0.23,0.46,0.23,0.46,7.4,7.4,2.6,0.42,0.15,0.57,0.42,0.57,Matches
467,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,30-310,1990,21,21,1880,20.9,1,2,0,0,5,0,0.05,0.10,0.14,0.05,0.14,0.3,0.3,2.9,0.01,0.14,0.15,0.01,0.15,Matches
468,Ben White\Ben-White,eng ENG,DFMF,Brighton,23-120,1997,21,21,1849,20.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.02,0.03,0.04,0.02,0.04,Matches
469,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,30-086,1990,22,20,1773,19.7,2,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,2.5,2.5,1.3,0.13,0.07,0.19,0.13,0.19,Matches
470,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,20-155,2000,1,0,7,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
471,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,19-298,2001,4,2,173,1.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.08,0.11,0.03,0.11,Matches
472,Rhys Williams\Rhys-Williams,eng ENG,DF,Liverpool,20-002,2001,2,1,121,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.03,0.14,0.17,0.03,0.17,Matches
473,Willian\Willian,br BRA,FWMF,Arsenal,32-180,1988,16,12,978,10.9,0,3,0,0,0,0,0.00,0.28,0.28,0.00,0.28,1.6,1.6,1.7,0.15,0.16,0.31,0.15,0.31,Matches
474,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,21-169,1999,7,2,238,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.17,0.02,0.18,0.17,0.18,Matches
475,Callum Wilson\Callum-Wilson,eng ENG,FW,Newcastle Utd,28-344,1992,20,20,1777,19.7,10,5,4,4,2,0,0.51,0.25,0.76,0.30,0.56,9.4,6.4,2.0,0.48,0.10,0.58,0.32,0.42,Matches
476,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,25-003,1996,9,6,568,6.3,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.04,0.05,0.01,0.05,Matches
477,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,29-060,1991,20,20,1679,18.7,4,0,0,0,0,0,0.21,0.00,0.21,0.21,0.21,6.1,6.1,1.0,0.33,0.06,0.39,0.33,0.39,Matches
478,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,28-131,1992,18,17,1446,16.1,1,1,0,0,3,1,0.06,0.06,0.12,0.06,0.12,0.7,0.7,0.7,0.04,0.04,0.09,0.04,0.09,Matches
479,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,31-105,1989,13,1,322,3.6,0,1,0,0,2,0,0.00,0.28,0.28,0.00,0.28,0.4,0.4,1.0,0.12,0.27,0.39,0.12,0.39,Matches
480,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,27-211,1993,6,5,436,4.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
481,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,28-087,1992,19,19,1667,18.5,9,2,2,2,4,0,0.49,0.11,0.59,0.38,0.49,6.0,4.5,2.0,0.32,0.11,0.43,0.24,0.35,Matches
482,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Fulham,25-081,1995,21,19,1677,18.6,0,3,0,0,4,0,0.00,0.16,0.16,0.00,0.16,1.1,1.1,1.8,0.06,0.09,0.15,0.06,0.15,Matches
483,Andi Zeqiri\Andi-Zeqiri,ch SUI,FWDF,Brighton,21-228,1999,3,0,68,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.41,0.00,0.41,0.41,0.41,Matches
484,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,24-052,1996,8,5,553,6.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.04,0.01,0.06,0.04,0.06,Matches
485,Hakim Ziyech\Hakim-Ziyech,ma MAR,FWMF,Chelsea,27-323,1993,11,8,630,7.0,1,3,0,0,3,0,0.14,0.43,0.57,0.14,0.57,0.8,0.8,2.3,0.11,0.32,0.43,0.11,0.43,Matches
486,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,26-101,1994,15,15,1350,15.0,4,0,0,0,1,0,0.27,0.00,0.27,0.27,0.27,0.9,0.9,0.0,0.06,0.00,0.07,0.06,0.07,Matches
487,Martin Ødegaard\Martin-Odegaard,no NOR,MF,Arsenal,22-050,1998,1,0,8,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
