,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
112,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-363,2003,1,0,40,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
113,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-076,1989,5,2,214,2.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
114,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-296,1995,17,15,1324,14.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,2.6,2.6,0.6,0.17,0.04,0.22,0.17,0.22,Matches
115,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-100,1991,2,1,112,1.2,0,1,0,0,0,0,0.00,0.80,0.80,0.00,0.80,0.4,0.4,0.2,0.34,0.18,0.52,0.34,0.52,Matches
116,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-334,1999,11,5,442,4.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.05,0.03,0.08,0.05,0.08,Matches
117,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-292,1998,15,14,1069,11.9,1,0,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.1,0.08,0.01,0.09,0.08,0.09,Matches
118,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-053,1996,16,13,1168,13.0,4,4,0,0,2,0,0.31,0.31,0.62,0.31,0.62,3.0,3.0,2.7,0.23,0.21,0.44,0.23,0.44,Matches
119,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-267,1997,19,19,1689,18.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.0,0.09,0.00,0.10,0.09,0.10,Matches
120,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-021,1994,19,19,1710,19.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.03,0.00,0.03,0.03,0.03,Matches
121,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-200,1993,12,12,1061,11.8,0,6,0,0,0,1,0.00,0.51,0.51,0.00,0.51,0.2,0.2,2.5,0.02,0.21,0.23,0.02,0.23,Matches
122,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-212,1991,5,5,370,4.1,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
123,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-027,1997,4,3,298,3.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
124,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-235,1998,15,11,805,8.9,1,0,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.5,0.5,0.5,0.05,0.06,0.11,0.05,0.11,Matches
125,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-020,1992,9,9,794,8.8,0,1,0,0,3,1,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.5,0.04,0.06,0.09,0.04,0.09,Matches
126,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-048,1997,13,12,1096,12.2,2,0,0,0,3,1,0.16,0.00,0.16,0.16,0.16,0.7,0.7,0.0,0.06,0.00,0.06,0.06,0.06,Matches
127,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-035,1993,19,19,1628,18.1,1,2,0,0,5,0,0.06,0.11,0.17,0.06,0.17,1.4,1.4,2.1,0.08,0.12,0.19,0.08,0.19,Matches
128,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-132,1991,2,2,151,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
129,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-076,1991,19,19,1709,19.0,2,0,0,0,4,1,0.11,0.00,0.11,0.11,0.11,1.8,1.8,0.4,0.10,0.02,0.12,0.10,0.12,Matches
130,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-109,1997,2,2,180,2.0,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.13,0.05,0.19,0.13,0.19,Matches
131,Ederson\Ederson,br BRA,GK,Manchester City,27-172,1993,20,20,1800,20.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
132,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,22-354,1998,5,1,118,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
133,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-108,1992,20,20,1721,19.1,0,1,0,0,6,1,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.2,0.02,0.01,0.03,0.02,0.03,Matches
134,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-149,1987,5,1,133,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.09,0.18,0.27,0.09,0.27,Matches
135,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-209,1992,12,10,910,10.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.04,0.01,0.05,0.04,0.05,Matches
136,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-033,1988,18,18,1595,17.7,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.6,0.6,0.2,0.03,0.01,0.04,0.03,0.04,Matches
137,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-221,1998,20,15,1413,15.7,3,3,0,0,2,0,0.19,0.19,0.38,0.19,0.38,1.2,1.2,1.4,0.08,0.09,0.17,0.08,0.17,Matches
138,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-293,1985,21,21,1890,21.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
139,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-105,1993,17,16,1472,16.4,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04,Matches
140,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-150,1994,22,21,1833,20.4,12,9,6,7,4,0,0.59,0.44,1.03,0.29,0.74,10.4,5.1,8.3,0.51,0.41,0.92,0.25,0.66,Matches
141,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,31-350,1989,16,16,1381,15.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
142,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-277,1985,10,5,521,5.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.09,0.00,0.09,0.09,0.09,Matches
143,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-273,1998,3,0,62,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
144,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-126,1991,22,20,1696,18.8,6,4,0,0,1,0,0.32,0.21,0.53,0.32,0.53,8.5,8.5,3.4,0.45,0.18,0.63,0.45,0.63,Matches
145,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-165,1991,16,14,1236,13.7,0,2,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.6,0.6,1.8,0.05,0.13,0.18,0.05,0.18,Matches
146,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-253,2000,16,10,933,10.4,4,2,0,0,0,0,0.39,0.19,0.58,0.39,0.58,2.9,2.9,1.7,0.28,0.16,0.44,0.28,0.44,Matches
147,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-050,2000,16,16,1391,15.5,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.05,0.01,0.06,0.05,0.06,Matches
148,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,24-349,1996,21,19,1538,17.1,2,2,0,0,2,0,0.12,0.12,0.23,0.12,0.23,4.0,4.0,1.6,0.23,0.09,0.32,0.23,0.32,Matches
149,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-325,1988,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
150,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-034,1998,1,1,80,0.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.03,0.31,0.34,0.03,0.34,Matches
151,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Newcastle Utd,26-347,1994,12,6,571,6.3,0,1,0,0,2,1,0.00,0.16,0.16,0.00,0.16,0.7,0.7,1.6,0.11,0.25,0.36,0.11,0.36,Matches
152,Fred\Fred,br BRA,MF,Manchester Utd,27-337,1993,16,14,1272,14.1,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.7,0.05,0.12,0.18,0.05,0.18,Matches
153,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-118,1992,8,5,424,4.7,0,1,0,0,2,0,0.00,0.21,0.21,0.00,0.21,0.2,0.2,1.2,0.03,0.25,0.29,0.03,0.29,Matches
154,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-304,1986,9,8,702,7.8,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
155,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-097,1995,20,18,1627,18.1,1,2,0,0,2,0,0.06,0.11,0.17,0.06,0.17,1.0,1.0,1.4,0.06,0.08,0.14,0.06,0.14,Matches
156,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,20-365,2000,16,15,1355,15.1,2,0,0,0,6,0,0.13,0.00,0.13,0.13,0.13,1.0,1.0,0.2,0.07,0.01,0.08,0.07,0.08,Matches
157,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-027,2001,3,2,201,2.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.04,0.04,0.01,0.04,Matches
158,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-111,1990,7,0,102,1.1,1,0,0,0,0,0,0.88,0.00,0.88,0.88,0.88,0.4,0.4,0.0,0.32,0.01,0.33,0.32,0.33,Matches
159,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-090,1990,20,20,1755,19.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
160,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-278,1995,13,6,569,6.3,5,0,2,2,1,0,0.79,0.00,0.79,0.47,0.47,3.8,2.3,0.9,0.60,0.14,0.74,0.36,0.50,Matches
161,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-132,1989,10,9,809,9.0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.03,0.04,0.01,0.04,Matches
162,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-009,2000,2,1,94,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.09,0.09,0.00,0.09,Matches
163,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-239,2001,2,0,36,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
164,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-128,1986,11,6,511,5.7,3,0,0,0,1,0,0.53,0.00,0.53,0.53,0.53,2.9,2.9,0.5,0.50,0.09,0.59,0.50,0.59,Matches
165,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-021,1998,13,12,1140,12.7,0,1,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,0.0,0.02,0.00,0.02,0.02,0.02,Matches
166,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-190,1993,15,7,785,8.7,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.2,0.01,0.02,0.04,0.01,0.04,Matches
167,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-258,1997,7,6,590,6.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
168,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,19-347,2001,3,1,88,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
169,Karlan Grant\Karlan-Grant,eng ENG,FW,West Brom,23-140,1997,15,13,1010,11.2,1,0,0,0,1,0,0.09,0.00,0.09,0.09,0.09,2.1,2.1,0.0,0.19,0.00,0.19,0.19,0.19,Matches
170,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-222,1996,1,0,19,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.17,0.00,0.17,0.17,0.17,Matches
171,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-148,1995,20,20,1797,20.0,6,10,0,0,4,0,0.30,0.50,0.80,0.30,0.80,4.1,4.1,7.8,0.20,0.39,0.59,0.20,0.59,Matches
172,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-127,2001,16,11,883,9.8,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,2.5,2.5,0.7,0.26,0.07,0.33,0.26,0.33,Matches
173,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-235,1991,18,11,1078,12.0,2,3,2,2,1,0,0.17,0.25,0.42,0.00,0.25,2.8,1.2,3.0,0.23,0.25,0.48,0.10,0.36,Matches
174,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-242,1988,3,2,148,1.6,0,1,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.1,0.06,0.07,0.13,0.06,0.13,Matches
175,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-026,1987,22,22,1980,22.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
176,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-104,1990,16,14,1216,13.5,7,1,1,1,0,0,0.52,0.07,0.59,0.44,0.52,3.8,3.1,3.3,0.28,0.24,0.53,0.23,0.47,Matches
177,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-322,2004,1,0,11,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,1.16,0.00,1.16,1.16,1.16,Matches
178,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-228,1994,16,10,937,10.4,3,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,0.28,0.12,0.40,0.28,0.40,Matches
179,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,20-334,2000,2,0,32,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
180,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-077,1996,20,20,1665,18.5,5,4,0,0,2,0,0.27,0.22,0.49,0.27,0.49,4.1,4.1,4.2,0.22,0.23,0.45,0.22,0.45,Matches
181,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-204,1995,4,4,360,4.0,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,0.27,0.00,0.27,0.27,0.27,Matches
182,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-239,1999,18,12,985,10.9,1,2,0,0,2,0,0.09,0.18,0.27,0.09,0.27,1.6,1.6,1.3,0.14,0.12,0.26,0.14,0.26,Matches
183,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-320,1995,17,15,1361,15.1,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.03,0.02,0.05,0.03,0.05,Matches
184,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-201,1992,4,3,263,2.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.04,0.03,0.04,Matches
185,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-011,1991,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
186,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-330,1997,3,2,225,2.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
187,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-233,1990,18,17,1495,16.6,1,1,0,0,0,0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,1.4,0.10,0.08,0.18,0.10,0.18,Matches
188,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-005,1992,16,15,1256,14.0,2,1,0,0,1,0,0.14,0.07,0.21,0.14,0.21,1.1,1.1,0.8,0.08,0.05,0.13,0.08,0.13,Matches
189,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-300,1985,10,2,280,3.1,0,2,0,0,0,0,0.00,0.64,0.64,0.00,0.64,0.8,0.8,0.6,0.27,0.20,0.47,0.27,0.47,Matches
190,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-212,1992,21,21,1793,19.9,12,6,0,0,0,0,0.60,0.30,0.90,0.60,0.90,6.9,6.9,4.3,0.35,0.22,0.56,0.35,0.56,Matches
191,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DFFW,Wolves,19-018,2002,6,2,255,2.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
192,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-138,1995,19,18,1665,18.5,0,1,0,0,2,0,0.00,0.05,0.05,0.00,0.05,1.1,1.1,0.2,0.06,0.01,0.07,0.06,0.07,Matches
193,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-106,1996,10,10,880,9.8,1,0,0,0,4,0,0.10,0.00,0.10,0.10,0.10,0.7,0.7,0.1,0.08,0.01,0.09,0.08,0.09,Matches
194,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,30-003,1991,4,3,225,2.5,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,0.20,0.32,0.52,0.20,0.52,Matches
195,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-090,2000,13,6,642,7.1,2,2,0,0,0,0,0.28,0.28,0.56,0.28,0.56,1.1,1.1,1.6,0.15,0.22,0.37,0.15,0.37,Matches
196,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-184,1995,21,21,1890,21.0,1,2,0,0,5,0,0.05,0.10,0.14,0.05,0.14,0.5,0.5,0.8,0.02,0.04,0.06,0.02,0.06,Matches
197,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-234,1989,1,0,10,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
198,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-125,1996,11,3,332,3.7,1,0,0,1,0,0,0.27,0.00,0.27,0.27,0.27,1.6,0.9,0.6,0.44,0.16,0.59,0.23,0.39,Matches
199,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-197,1992,16,15,1287,14.3,7,3,2,2,1,0,0.49,0.21,0.70,0.35,0.56,5.2,3.7,1.8,0.36,0.12,0.48,0.26,0.38,Matches
200,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,36-349,1984,11,8,742,8.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.07,0.01,0.07,0.07,0.07,Matches
201,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-278,1996,18,11,1029,11.4,1,2,0,0,0,0,0.09,0.17,0.26,0.09,0.26,0.7,0.7,1.6,0.06,0.14,0.20,0.06,0.20,Matches
202,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-172,1982,4,2,232,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
203,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWDF,Brighton,27-178,1993,11,2,253,2.8,0,1,0,0,2,0,0.00,0.36,0.36,0.00,0.36,1.1,1.1,1.8,0.38,0.65,1.03,0.38,1.03,Matches
204,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-087,1997,7,5,355,3.9,2,0,0,0,2,0,0.51,0.00,0.51,0.51,0.51,1.1,1.1,0.2,0.27,0.04,0.31,0.27,0.31,Matches
205,Reece James\Reece-James,eng ENG,DF,Chelsea,21-059,1999,16,14,1282,14.2,1,2,0,0,3,0,0.07,0.14,0.21,0.07,0.21,0.9,0.9,2.1,0.06,0.15,0.21,0.06,0.21,Matches
206,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MFFW,Southampton,19-042,2001,2,1,3,0.0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
207,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-308,1997,13,10,987,11.0,4,1,0,0,1,0,0.36,0.09,0.46,0.36,0.46,3.7,3.7,1.9,0.34,0.17,0.51,0.34,0.51,Matches
208,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-276,1991,10,10,823,9.1,4,0,0,0,0,0,0.44,0.00,0.44,0.44,0.44,2.4,2.4,0.8,0.26,0.08,0.34,0.26,0.34,Matches
209,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-175,1996,16,12,1040,11.6,1,2,0,0,2,0,0.09,0.17,0.26,0.09,0.26,1.7,1.7,1.1,0.15,0.10,0.25,0.15,0.25,Matches
210,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,21-012,2000,5,1,147,1.6,1,0,0,0,0,0,0.61,0.00,0.61,0.61,0.61,0.3,0.3,0.0,0.20,0.00,0.20,0.20,0.20,Matches
211,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-317,1993,21,21,1890,21.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
212,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,20-006,2001,15,7,746,8.3,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.7,0.7,0.6,0.08,0.07,0.15,0.08,0.15,Matches
213,Jorginho\Jorginho,it ITA,MF,Chelsea,29-047,1991,14,11,972,10.8,4,1,4,6,0,0,0.37,0.09,0.46,0.00,0.09,4.7,0.1,1.4,0.43,0.13,0.56,0.01,0.14,Matches
214,Willian José\Willian-Jose,br BRA,FW,Wolves,29-074,1991,3,2,198,2.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.13,0.01,0.14,0.13,0.14,Matches
215,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-063,1996,9,5,503,5.6,5,0,0,0,0,0,0.89,0.00,0.89,0.89,0.89,2.4,2.4,1.2,0.44,0.22,0.66,0.44,0.66,Matches
216,James Justin\James-Justin,eng ENG,DF,Leicester City,22-348,1998,22,22,1980,22.0,2,1,0,0,4,0,0.09,0.05,0.14,0.09,0.14,1.6,1.6,1.7,0.07,0.08,0.15,0.07,0.15,Matches
217,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,25-335,1995,11,2,315,3.5,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.11,0.11,0.22,0.11,0.22,Matches
218,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-192,1993,19,19,1654,18.4,12,11,3,3,1,0,0.65,0.60,1.25,0.49,1.09,9.7,7.5,4.7,0.53,0.26,0.79,0.41,0.66,Matches
219,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-313,1991,18,17,1495,16.6,0,1,0,0,6,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.8,0.02,0.05,0.07,0.02,0.07,Matches
220,Moise Kean\Moise-Kean,it ITA,FW,Everton,20-343,2000,2,0,15,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21,Matches
221,Michael Keane\Michael-Keane,eng ENG,DF,Everton,28-025,1993,19,18,1606,17.8,3,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.0,1.0,0.5,0.05,0.03,0.08,0.05,0.08,Matches
222,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-332,1992,5,1,119,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.22,0.00,0.22,0.22,0.22,Matches
223,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,25-361,1995,7,6,395,4.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,0.10,0.13,0.23,0.10,0.23,Matches
224,Caoimhin Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,22-074,1998,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
225,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-327,1997,4,1,79,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
