,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
395,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,20-171,2000,4,4,318,3.5,0,2,0,0,0,0,0.00,0.57,0.57,0.00,0.57,0.5,0.5,1.0,0.14,0.27,0.41,0.14,0.41,Matches
396,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,33-130,1987,3,0,5,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
397,Cédric Soares\Cedric-Soares,pt POR,MF,Arsenal,29-137,1991,1,0,6,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
398,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,25-323,1995,17,17,1530,17.0,5,0,0,0,1,0,0.29,0.00,0.29,0.29,0.29,4.6,4.6,0.5,0.27,0.03,0.30,0.27,0.30,Matches
399,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,24-237,1996,5,4,372,4.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
400,Zack Steffen\Zack-Steffen,us USA,GK,Manchester City,25-288,1995,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
401,Dale Stephens\Dale-Stephens,eng ENG,MF,Burnley,31-217,1989,5,3,231,2.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.07,0.00,0.07,0.07,0.07,Matches
402,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,26-354,1994,7,6,585,6.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.04,0.06,0.02,0.06,Matches
403,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,26-038,1994,15,13,1188,13.2,4,3,0,1,1,0,0.30,0.23,0.53,0.30,0.53,4.8,4.1,1.9,0.36,0.14,0.51,0.31,0.45,Matches
404,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,30-190,1990,14,14,1260,14.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.02,0.02,0.04,0.02,0.04,Matches
405,John Stones\John-Stones,eng ENG,DF,Manchester City,26-232,1994,8,8,720,8.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,Matches
406,Pascal Struijk\Pascal-Struijk,nl NED,DFMF,Leeds United,21-157,1999,8,7,569,6.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.03,0.01,0.04,0.03,0.04,Matches
407,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,25-119,1995,15,15,1350,15.0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.01,0.05,0.06,0.01,0.06,Matches
408,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,28-057,1992,14,14,1260,14.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,0.06,0.02,0.08,0.06,0.08,Matches
409,Percy Tau\Percy-Tau,za RSA,FW,Brighton,26-247,1994,1,1,67,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
410,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,27-119,1993,15,15,1268,14.1,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.7,0.00,0.05,0.05,0.00,0.05,Matches
411,Nathan Tella\Nathan-Tella,eng ENG,FWMF,Southampton,21-194,1999,5,0,160,1.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.08,0.00,0.08,0.08,0.08,Matches
412,Alex Telles\Alex-Telles,br BRA,DF,Manchester Utd,28-031,1992,6,5,429,4.8,0,1,0,0,0,0,0.00,0.21,0.21,0.00,0.21,0.1,0.1,0.6,0.03,0.13,0.16,0.03,0.16,Matches
413,Kenny Tete\Kenny-Tete,nl NED,DF,Fulham,25-098,1995,3,3,194,2.2,0,1,0,0,1,0,0.00,0.46,0.46,0.00,0.46,0.0,0.0,0.6,0.02,0.29,0.31,0.02,0.31,Matches
414,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,,,4,4,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.01,0.04,0.02,0.04,Matches
415,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,23-253,1997,17,16,1474,16.4,4,0,2,2,4,0,0.24,0.00,0.24,0.12,0.12,3.0,1.5,0.2,0.18,0.01,0.19,0.09,0.10,Matches
416,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,23-224,1997,16,16,1430,15.9,1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,0.2,0.2,2.6,0.02,0.16,0.18,0.02,0.18,Matches
417,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,31-292,1989,4,3,298,3.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
418,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,23-027,1997,1,0,45,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
