,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
112,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-072,1989,5,2,214,2.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
113,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-292,1995,16,15,1307,14.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,2.6,2.6,0.6,0.18,0.04,0.22,0.18,0.22,Matches
114,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-096,1991,1,0,45,0.5,0,1,0,0,0,0,0.00,2.00,2.00,0.00,2.00,0.0,0.0,0.2,0.00,0.44,0.44,0.00,0.44,Matches
115,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-330,1999,11,5,442,4.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.05,0.03,0.08,0.05,0.08,Matches
116,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-288,1998,15,14,1069,11.9,1,0,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.1,0.08,0.01,0.09,0.08,0.09,Matches
117,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-049,1996,15,12,1078,12.0,3,4,0,0,2,0,0.25,0.33,0.58,0.25,0.58,2.7,2.7,2.6,0.23,0.22,0.44,0.23,0.44,Matches
118,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-263,1997,18,18,1599,17.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.0,0.10,0.00,0.10,0.10,0.10,Matches
119,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-017,1994,18,18,1620,18.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.03,0.00,0.03,0.03,0.03,Matches
120,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-196,1993,11,11,971,10.8,0,5,0,0,0,1,0.00,0.46,0.46,0.00,0.46,0.2,0.2,2.1,0.02,0.20,0.22,0.02,0.22,Matches
121,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-208,1991,5,5,370,4.1,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
122,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-023,1997,4,3,298,3.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
123,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-231,1998,14,10,728,8.1,1,0,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.5,0.5,0.5,0.06,0.06,0.12,0.06,0.12,Matches
124,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-016,1992,9,9,794,8.8,0,1,0,0,3,1,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.5,0.04,0.06,0.09,0.04,0.09,Matches
125,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-044,1997,12,12,1051,11.7,2,0,0,0,3,1,0.17,0.00,0.17,0.17,0.17,0.7,0.7,0.0,0.06,0.00,0.07,0.06,0.07,Matches
126,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-031,1993,18,18,1538,17.1,1,2,0,0,5,0,0.06,0.12,0.18,0.06,0.18,1.4,1.4,1.6,0.08,0.09,0.18,0.08,0.18,Matches
127,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-128,1991,2,2,151,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
128,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-072,1991,18,18,1619,18.0,2,0,0,0,4,1,0.11,0.00,0.11,0.11,0.11,1.8,1.8,0.4,0.10,0.02,0.12,0.10,0.12,Matches
129,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-105,1997,2,2,180,2.0,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.13,0.05,0.19,0.13,0.19,Matches
130,Ederson\Ederson,br BRA,GK,Manchester City,27-168,1993,19,19,1710,19.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
131,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,22-350,1998,5,1,118,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
132,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-104,1992,19,19,1631,18.1,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.02,0.00,0.02,0.02,0.02,Matches
133,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-145,1987,5,1,133,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.09,0.18,0.27,0.09,0.27,Matches
134,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-205,1992,12,10,910,10.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.04,0.01,0.05,0.04,0.05,Matches
135,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-029,1988,17,17,1505,16.7,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.6,0.6,0.2,0.04,0.01,0.04,0.04,0.04,Matches
136,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-217,1998,19,14,1323,14.7,3,2,0,0,2,0,0.20,0.14,0.34,0.20,0.34,1.2,1.2,1.0,0.08,0.07,0.15,0.08,0.15,Matches
137,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-289,1985,20,20,1800,20.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
138,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-101,1993,17,16,1472,16.4,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04,Matches
139,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-146,1994,21,20,1743,19.4,11,7,5,6,4,0,0.57,0.36,0.93,0.31,0.67,9.3,4.8,7.4,0.48,0.38,0.87,0.25,0.63,Matches
140,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,31-346,1989,16,16,1381,15.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
141,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-273,1985,10,5,521,5.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.09,0.00,0.09,0.09,0.09,Matches
142,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-269,1998,3,0,62,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
143,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,29-122,1991,21,19,1618,18.0,6,4,0,0,1,0,0.33,0.22,0.56,0.33,0.56,8.4,8.4,3.4,0.47,0.19,0.65,0.47,0.65,Matches
144,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-161,1991,15,13,1146,12.7,0,2,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.6,0.6,1.6,0.05,0.13,0.17,0.05,0.17,Matches
145,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-249,2000,16,10,933,10.4,4,2,0,0,0,0,0.39,0.19,0.58,0.39,0.58,2.8,2.8,1.7,0.27,0.16,0.44,0.27,0.44,Matches
146,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-046,2000,16,16,1391,15.5,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.05,0.01,0.06,0.05,0.06,Matches
147,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,24-345,1996,20,19,1531,17.0,2,2,0,0,2,0,0.12,0.12,0.24,0.12,0.24,4.0,4.0,1.6,0.23,0.09,0.33,0.23,0.33,Matches
148,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-321,1988,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
149,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-030,1998,1,1,80,0.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.03,0.31,0.34,0.03,0.34,Matches
150,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Newcastle Utd,26-343,1994,11,5,481,5.3,0,1,0,0,2,1,0.00,0.19,0.19,0.00,0.19,0.3,0.3,1.1,0.05,0.21,0.26,0.05,0.26,Matches
151,Fred\Fred,br BRA,MF,Manchester Utd,27-333,1993,15,13,1182,13.1,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.4,0.05,0.10,0.16,0.05,0.16,Matches
152,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,28-114,1992,7,4,341,3.8,0,1,0,0,2,0,0.00,0.26,0.26,0.00,0.26,0.2,0.2,1.1,0.04,0.28,0.32,0.04,0.32,Matches
153,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-300,1986,9,8,702,7.8,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
154,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-093,1995,20,18,1627,18.1,1,2,0,0,2,0,0.06,0.11,0.17,0.06,0.17,1.0,1.0,1.4,0.06,0.08,0.14,0.06,0.14,Matches
155,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,20-361,2000,15,15,1338,14.9,2,0,0,0,6,0,0.13,0.00,0.13,0.13,0.13,1.0,1.0,0.2,0.07,0.01,0.08,0.07,0.08,Matches
156,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-023,2001,3,2,201,2.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.04,0.04,0.01,0.04,Matches
157,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-107,1990,6,0,88,1.0,1,0,0,0,0,0,1.02,0.00,1.02,1.02,1.02,0.4,0.4,0.0,0.37,0.02,0.38,0.37,0.38,Matches
158,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-086,1990,19,19,1665,18.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
159,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-274,1995,12,5,524,5.8,5,0,2,2,1,0,0.86,0.00,0.86,0.52,0.52,3.8,2.3,0.9,0.65,0.15,0.80,0.39,0.54,Matches
160,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-128,1989,10,9,809,9.0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.03,0.04,0.01,0.04,Matches
161,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-005,2000,2,1,94,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.09,0.09,0.00,0.09,Matches
162,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-235,2001,2,0,36,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
163,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-124,1986,11,6,511,5.7,3,0,0,0,1,0,0.53,0.00,0.53,0.53,0.53,2.9,2.9,0.5,0.51,0.09,0.59,0.51,0.59,Matches
164,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-017,1998,12,11,1050,11.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
165,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-186,1993,14,6,695,7.7,0,1,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
166,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-254,1997,7,6,590,6.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
167,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,19-343,2001,3,1,88,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
168,Karlan Grant\Karlan-Grant,eng ENG,FW,West Brom,23-136,1997,14,13,987,11.0,1,0,0,0,1,0,0.09,0.00,0.09,0.09,0.09,2.1,2.1,0.0,0.20,0.00,0.20,0.20,0.20,Matches
169,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-218,1996,1,0,19,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.17,0.00,0.17,0.17,0.17,Matches
170,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-144,1995,19,19,1707,19.0,6,9,0,0,4,0,0.32,0.47,0.79,0.32,0.79,4.0,4.0,7.4,0.21,0.39,0.60,0.21,0.60,Matches
171,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-123,2001,15,10,793,8.8,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.4,2.4,0.6,0.27,0.06,0.34,0.27,0.34,Matches
172,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-231,1991,17,10,988,11.0,2,3,2,2,1,0,0.18,0.27,0.46,0.00,0.27,2.7,1.2,2.8,0.25,0.26,0.51,0.11,0.37,Matches
173,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-238,1988,3,2,148,1.6,0,1,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.1,0.06,0.07,0.13,0.06,0.13,Matches
174,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-022,1987,21,21,1890,21.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
175,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-100,1990,15,13,1126,12.5,7,0,1,1,0,0,0.56,0.00,0.56,0.48,0.48,3.8,3.1,1.7,0.31,0.14,0.44,0.25,0.38,Matches
176,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-318,2004,1,0,11,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,1.16,0.00,1.16,1.16,1.16,Matches
177,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-224,1994,16,10,937,10.4,3,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,0.28,0.12,0.40,0.28,0.40,Matches
178,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,20-330,2000,2,0,32,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
179,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-073,1996,19,19,1579,17.5,5,4,0,0,1,0,0.28,0.23,0.51,0.28,0.51,4.1,4.1,4.1,0.23,0.24,0.47,0.23,0.47,Matches
180,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-200,1995,4,4,360,4.0,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,0.27,0.00,0.27,0.27,0.27,Matches
181,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-235,1999,18,12,985,10.9,1,2,0,0,2,0,0.09,0.18,0.27,0.09,0.27,1.6,1.6,1.3,0.15,0.12,0.27,0.15,0.27,Matches
182,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-316,1995,16,14,1271,14.1,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.03,0.02,0.05,0.03,0.05,Matches
183,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-197,1992,4,3,263,2.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.04,0.03,0.04,Matches
184,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-007,1991,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
185,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-326,1997,3,2,225,2.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
186,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-229,1990,17,16,1405,15.6,1,1,0,0,0,0,0.06,0.06,0.13,0.06,0.13,1.6,1.6,1.2,0.10,0.08,0.18,0.10,0.18,Matches
187,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-001,1992,15,14,1194,13.3,2,1,0,0,1,0,0.15,0.08,0.23,0.15,0.23,0.9,0.9,0.8,0.07,0.06,0.13,0.07,0.13,Matches
188,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-296,1985,9,2,267,3.0,0,2,0,0,0,0,0.00,0.67,0.67,0.00,0.67,0.8,0.8,0.6,0.28,0.21,0.50,0.28,0.50,Matches
189,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-208,1992,20,20,1703,18.9,12,6,0,0,0,0,0.63,0.32,0.95,0.63,0.95,6.7,6.7,4.2,0.36,0.22,0.58,0.36,0.58,Matches
190,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DFFW,Wolves,19-014,2002,6,2,255,2.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
191,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-134,1995,18,17,1575,17.5,0,1,0,0,2,0,0.00,0.06,0.06,0.00,0.06,1.1,1.1,0.2,0.06,0.01,0.07,0.06,0.07,Matches
192,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-102,1996,9,9,790,8.8,1,0,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.2,0.09,0.02,0.10,0.09,0.10,Matches
193,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,29-365,1991,4,3,225,2.5,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,0.20,0.32,0.52,0.20,0.52,Matches
194,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-086,2000,12,5,578,6.4,2,2,0,0,0,0,0.31,0.31,0.62,0.31,0.62,1.0,1.0,1.6,0.15,0.25,0.40,0.15,0.40,Matches
195,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-180,1995,20,20,1800,20.0,1,2,0,0,4,0,0.05,0.10,0.15,0.05,0.15,0.5,0.5,0.8,0.03,0.04,0.06,0.03,0.06,Matches
196,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-230,1989,1,0,10,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
197,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,24-121,1996,10,2,242,2.7,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,1.4,0.7,0.6,0.53,0.22,0.75,0.25,0.46,Matches
198,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-193,1992,15,14,1218,13.5,7,3,2,2,1,0,0.52,0.22,0.74,0.37,0.59,5.2,3.7,1.8,0.38,0.13,0.51,0.27,0.40,Matches
199,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,36-345,1984,11,8,742,8.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.07,0.01,0.07,0.07,0.07,Matches
200,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-274,1996,17,10,943,10.5,1,2,0,0,0,0,0.10,0.19,0.29,0.10,0.29,0.7,0.7,1.5,0.07,0.15,0.21,0.07,0.21,Matches
201,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-168,1982,4,2,232,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
202,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWDF,Brighton,27-174,1993,11,2,253,2.8,0,1,0,0,2,0,0.00,0.36,0.36,0.00,0.36,1.1,1.1,1.8,0.38,0.65,1.03,0.38,1.03,Matches
203,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-083,1997,6,5,324,3.6,1,0,0,0,2,0,0.28,0.00,0.28,0.28,0.28,0.7,0.7,0.2,0.19,0.05,0.23,0.19,0.23,Matches
204,Reece James\Reece-James,eng ENG,DF,Chelsea,21-055,1999,15,13,1192,13.2,1,2,0,0,3,0,0.08,0.15,0.23,0.08,0.23,0.7,0.7,1.8,0.06,0.14,0.19,0.06,0.19,Matches
205,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,19-038,2001,1,0,2,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
206,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-304,1997,12,9,897,10.0,3,1,0,0,1,0,0.30,0.10,0.40,0.30,0.40,2.8,2.8,1.9,0.28,0.19,0.47,0.28,0.47,Matches
207,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-272,1991,10,10,823,9.1,4,0,0,0,0,0,0.44,0.00,0.44,0.44,0.44,2.4,2.4,0.8,0.26,0.08,0.34,0.26,0.34,Matches
208,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-171,1996,16,12,1040,11.6,1,2,0,0,2,0,0.09,0.17,0.26,0.09,0.26,1.7,1.7,1.1,0.15,0.10,0.25,0.15,0.25,Matches
209,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,21-008,2000,4,1,144,1.6,1,0,0,0,0,0,0.62,0.00,0.62,0.62,0.62,0.3,0.3,0.0,0.21,0.00,0.21,0.21,0.21,Matches
210,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-313,1993,20,20,1800,20.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
211,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,20-002,2001,14,7,734,8.2,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.6,0.6,0.6,0.08,0.07,0.15,0.08,0.15,Matches
212,Jorginho\Jorginho,it ITA,MF,Chelsea,29-043,1991,13,10,882,9.8,3,1,3,5,0,0,0.31,0.10,0.41,0.00,0.10,3.9,0.1,1.2,0.40,0.12,0.52,0.01,0.13,Matches
213,Willian José\Willian-Jose,br BRA,FWMF,Wolves,29-070,1991,2,1,109,1.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.22,0.00,0.22,0.22,0.22,Matches
214,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-059,1996,9,5,503,5.6,5,0,0,0,0,0,0.89,0.00,0.89,0.89,0.89,2.4,2.4,1.2,0.44,0.22,0.66,0.44,0.66,Matches
215,James Justin\James-Justin,eng ENG,DF,Leicester City,22-344,1998,21,21,1890,21.0,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,1.7,0.04,0.08,0.12,0.04,0.12,Matches
216,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,25-331,1995,11,2,315,3.5,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.11,0.11,0.22,0.11,0.22,Matches
217,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-188,1993,19,19,1654,18.4,12,11,3,3,1,0,0.65,0.60,1.25,0.49,1.09,9.7,7.5,4.7,0.53,0.25,0.78,0.41,0.66,Matches
218,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-309,1991,17,17,1478,16.4,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.8,0.02,0.05,0.06,0.02,0.06,Matches
219,Moise Kean\Moise-Kean,it ITA,FW,Everton,20-339,2000,2,0,15,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21,Matches
220,Michael Keane\Michael-Keane,eng ENG,DF,Everton,28-021,1993,18,18,1595,17.7,3,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.0,1.0,0.5,0.05,0.03,0.08,0.05,0.08,Matches
221,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-328,1992,5,1,119,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.22,0.00,0.22,0.22,0.22,Matches
222,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,25-357,1995,7,6,395,4.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,0.10,0.13,0.23,0.10,0.23,Matches
223,Caoimhin Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,22-070,1998,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
224,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-323,1997,4,1,79,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
225,Reda Khadra\Reda-Khadra,de GER,FW,Brighton,19-212,2001,1,0,5,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
