,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
453,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,23-067,1997,19,19,1710,19.0,1,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,0.4,0.4,1.1,0.02,0.06,0.08,0.02,0.08,Matches
454,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,31-095,1989,12,11,996,11.1,0,1,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.4,0.00,0.03,0.04,0.00,0.04,Matches
455,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,26-092,1994,20,20,1800,20.0,4,5,0,0,4,0,0.20,0.25,0.45,0.20,0.45,1.2,1.2,2.2,0.06,0.11,0.17,0.06,0.17,Matches
456,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,25-033,1995,19,19,1710,19.0,8,2,1,2,1,0,0.42,0.11,0.53,0.37,0.47,10.7,9.2,2.0,0.56,0.11,0.67,0.49,0.59,Matches
457,Caleb Watts\Caleb-Watts,au AUS,MFFW,Southampton,19-016,2002,1,0,17,0.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
458,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,26-028,1995,20,20,1800,20.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,0.05,0.01,0.05,0.05,0.05,Matches
459,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,30-067,1990,9,7,621,6.9,2,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.5,2.5,0.6,0.37,0.08,0.45,0.37,0.45,Matches
460,Timo Werner\Timo-Werner,de GER,FW,Chelsea,24-332,1996,20,17,1486,16.5,4,4,0,0,0,0,0.24,0.24,0.48,0.24,0.48,6.9,6.9,2.4,0.42,0.14,0.56,0.42,0.56,Matches
461,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,30-306,1990,20,20,1800,20.0,1,2,0,0,5,0,0.05,0.10,0.15,0.05,0.15,0.3,0.3,2.9,0.01,0.14,0.16,0.01,0.16,Matches
462,Ben White\Ben-White,eng ENG,DFMF,Brighton,23-116,1997,20,20,1759,19.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.02,0.03,0.04,0.02,0.04,Matches
463,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,30-082,1990,21,19,1710,19.0,2,0,0,0,0,0,0.11,0.00,0.11,0.11,0.11,2.5,2.5,1.3,0.13,0.07,0.20,0.13,0.20,Matches
464,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,20-151,2000,1,0,7,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
465,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,19-294,2001,4,2,173,1.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.08,0.11,0.03,0.11,Matches
466,Rhys Williams\Rhys-Williams,eng ENG,DF,Liverpool,19-364,2001,2,1,121,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.03,0.14,0.17,0.03,0.17,Matches
467,Willian\Willian,br BRA,FWMF,Arsenal,32-176,1988,16,12,978,10.9,0,3,0,0,0,0,0.00,0.28,0.28,0.00,0.28,1.6,1.6,1.7,0.15,0.16,0.31,0.15,0.31,Matches
468,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,21-165,1999,7,2,238,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.17,0.02,0.18,0.17,0.18,Matches
469,Callum Wilson\Callum-Wilson,eng ENG,FW,Newcastle Utd,28-340,1992,19,19,1687,18.7,10,4,4,4,2,0,0.53,0.21,0.75,0.32,0.53,9.0,6.0,1.6,0.48,0.09,0.57,0.32,0.41,Matches
470,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,24-365,1996,9,6,568,6.3,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.04,0.05,0.01,0.05,Matches
471,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,29-056,1991,20,20,1679,18.7,4,0,0,0,0,0,0.21,0.00,0.21,0.21,0.21,6.1,6.1,1.0,0.33,0.06,0.39,0.33,0.39,Matches
472,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,28-127,1992,17,16,1356,15.1,1,1,0,0,2,1,0.07,0.07,0.13,0.07,0.13,0.7,0.7,0.7,0.04,0.05,0.09,0.04,0.09,Matches
473,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,31-101,1989,13,1,322,3.6,0,1,0,0,2,0,0.00,0.28,0.28,0.00,0.28,0.4,0.4,1.0,0.12,0.27,0.39,0.12,0.39,Matches
474,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,27-207,1993,6,5,436,4.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
475,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,28-083,1992,18,18,1610,17.9,9,2,2,2,4,0,0.50,0.11,0.61,0.39,0.50,6.0,4.5,2.0,0.34,0.11,0.45,0.25,0.36,Matches
476,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Fulham,25-077,1995,20,18,1632,18.1,0,3,0,0,4,0,0.00,0.17,0.17,0.00,0.17,1.0,1.0,1.4,0.06,0.08,0.14,0.06,0.14,Matches
477,Andi Zeqiri\Andi-Zeqiri,ch SUI,FWDF,Brighton,21-224,1999,2,0,64,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.44,0.00,0.44,0.44,0.44,Matches
478,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,24-048,1996,7,5,526,5.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.05,0.02,0.06,0.05,0.06,Matches
479,Hakim Ziyech\Hakim-Ziyech,ma MAR,FWMF,Chelsea,27-319,1993,11,8,630,7.0,1,3,0,0,3,0,0.14,0.43,0.57,0.14,0.57,0.8,0.8,2.3,0.11,0.33,0.44,0.11,0.44,Matches
480,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,26-097,1994,15,15,1350,15.0,4,0,0,0,1,0,0.27,0.00,0.27,0.27,0.27,0.9,0.9,0.0,0.06,0.00,0.07,0.06,0.07,Matches
481,Martin Ødegaard\Martin-Odegaard,no NOR,MF,Arsenal,22-046,1998,1,0,8,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
