id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,team_name,games played,adjusted points,xG,xG_points,xG_week1,goals_week1,xPoints week 1,bonus_week1,clean_sheet_points,xGA_week1,cleansheet_week1,xA,xA_points,xA_week1,assists_week1,adjusted points per game,gameweek,xPoints,form 5,form 10,form 15,form 20,gameweek 2 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,gameweek 10 prediction,gameweek 11 prediction,xPoints_next10,value,value form 5,value form 10,valuePoints metric,xG+xA,xG+xA per game
334,,,58376,0,0,0,0,0,1,1.3,1.8,2,Alex,2.0,False,,,45,58376.jpg,2.0,McCarthy,1.6,False,,a,16,20,2,2948,2948,3827,3827,0.4,0.4,McCarthy,90,0,0,0,3,0,0,0,0,0,3,0,16,22.0,0.0,0.0,2.2,78,11,308,25,246,24,169,12,,,,,,,Southampton,1.0,2.36287181315765,0.0,0.0,0.0,0.0,2.36287181315765,0.0,0.36287181315765,2.4,0.0,0.0,0.0,0.0,0.0,2.36287181315765,1,2.36287181315765,,,,,2.562464952468872,2.5286242961883545,3.2667388916015625,2.681608200073242,2.681608200073242,2.832524061203003,3.016607522964477,3.25675106048584,2.9936976432800293,2.7216618061065674,28.54228663444519,0.5250826251461445,,,1.1138684547722182,0.0,0.0
335,,,78056,0,0,0,0,0,3,0.5,1.0,2,Oriol,2.0,False,,,45,78056.jpg,2.0,Romeu Vidal,0.6,False,,a,16,20,2,2780,2780,2517,2517,0.4,0.4,Romeu,79,0,0,0,2,0,0,0,0,0,0,0,12,7.4,6.3,8.0,2.2,183,75,130,76,99,57,170,82,,,,,,,Southampton,1.0,2.0907179532894125,0.0,0.0,0.0,0.0,2.0907179532894125,0.0,0.0907179532894125,2.4,0.0,0.0,0.0,0.0,0.0,2.0907179532894125,1,2.0907179532894125,,,,,1.540143966674805,1.6353182792663574,2.2165606021881104,1.506732702255249,1.506732702255249,1.8508180379867556,1.9752647876739504,2.034620523452759,1.8928840160369875,1.8350921869277956,17.994167804718018,0.46460398961986943,,,0.985573894879602,0.0,0.0
336,,,83283,0,0,0,0,0,3,1.6,2.1,1,Nathan,1.0,False,,,60,83283.jpg,1.0,Redmond,0.1,False,,a,16,20,1,188,188,1061,1061,0.2,0.2,Redmond,7,0,0,0,0,0,0,0,0,0,0,0,4,2.6,1.4,2.0,0.6,234,105,180,110,173,93,249,117,,,3.0,,,,Southampton,1.0,1.0907179532894125,0.0,0.0,0.0,0.0,1.0,0.0,0.0907179532894125,2.4,0.0,0.0,0.0,0.0,0.0,1.0907179532894125,1,1.0907179532894125,,,,,1.38838529586792,1.4249508380889893,2.006193161010742,1.3549740314483645,1.3549740314483645,1.6814206838607788,1.8058676719665527,1.865222692489624,1.7234866619110107,1.6656948328018188,16.271169900894165,0.1817863255482354,,,0.4452837398086462,0.0,0.0
338,,,88900,0,0,0,0,0,2,1.2,1.7,1,Jack,1.0,False,,,45,88900.jpg,1.0,Stephens,0.1,False,,a,16,20,1,210,210,541,541,0.2,0.2,Stephens,90,0,0,0,3,0,0,0,0,0,0,0,6,10.0,0.5,2.0,1.3,165,67,221,71,150,40,210,74,,,,,,,Southampton,1.0,1.36287181315765,0.0,0.0,0.0,0.0,1.36287181315765,0.0,0.36287181315765,2.4,0.0,0.0,0.0,0.0,0.0,1.36287181315765,1,1.36287181315765,,,,,1.3945167064666748,1.4934954643249512,2.148801565170288,1.350907325744629,1.3611054420471191,1.9879369735717771,2.172020196914673,2.282923460006714,2.030003070831299,1.9822077751159668,18.20391798019409,0.30286040292392225,,,0.6424639339811865,0.0,0.0
339,,,91047,0,0,0,0,0,3,1.6,2.1,0,Stuart,0.0,False,,,60,91047.jpg,0.0,Armstrong,0.4,False,,a,16,20,0,889,889,4946,4946,0.0,0.0,S.Armstrong,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,524,217,525,218,517,214,528,218,,,,,,,Southampton,,,,,,,,,,,,,,,,,1,,,,,,1.934287548065185,2.0325968265533447,2.72417950630188,1.841235995292664,1.9008762836456297,2.239675521850586,2.4237630367279053,2.521681308746338,2.2817416191101074,2.2835898399353027,22.183627486228943,,,,,,
341,100.0,100.0,101178,0,0,0,0,0,3,1.8,2.3,2,James,2.0,False,,2021-08-06T06:30:03.792978Z,65,101178.jpg,2.0,Ward-Prowse,4.1,False,,a,16,20,2,7593,7593,29776,29776,0.3,0.3,Ward-Prowse,90,0,0,0,3,0,0,0,0,0,0,0,20,21.6,30.5,0.0,5.2,81,31,27,19,534,223,71,43,1.0,,1.0,,1.0,,Southampton,1.0,2.6907179532894125,0.0,0.0,0.0,0.0,2.6907179532894125,0.0,0.0907179532894125,2.4,0.0,0.2,0.6000000000000001,0.2,0.0,2.6907179532894125,1,2.6907179532894125,,,,,1.8909757137298584,1.9445013999938965,2.461103916168213,1.9192450046539309,1.9192450046539309,2.290976047515869,2.415422916412353,2.536458730697632,2.33304214477539,2.275250196456909,21.986221075057983,0.41395660819837116,,,1.0553864114920888,0.2,0.2
342,,,158534,0,0,0,0,0,2,1.7,2.2,0,Kyle,0.0,False,,,50,158534.jpg,0.0,Walker-Peters,0.8,False,,a,16,20,0,718,718,6033,6033,0.0,0.0,Walker-Peters,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,446,172,449,171,419,162,455,171,,,,,,,Southampton,,,,,,,,,,,,,,,,,1,,,,,,1.881322979927063,2.166386365890503,2.9710183143615723,1.828934907913208,1.8479124307632449,2.650421619415283,2.8941452503204346,3.043612003326416,2.6924877166748047,2.7043323516845703,24.6805739402771,,,,,,
343,,,171771,0,0,0,0,0,2,1.2,1.7,0,Jan,0.0,False,,,45,171771.jpg,0.0,Bednarek,1.1,False,,a,16,20,0,897,897,8091,8091,0.0,0.0,Bednarek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,348,137,347,136,290,114,360,137,,,,,,,Southampton,,,,,,,,,,,,,,,,,1,,,,,,1.881322979927063,2.166386365890503,2.9710183143615723,1.828934907913208,1.8479124307632449,2.650421619415283,2.8941452503204346,3.043612003326416,2.6924877166748047,2.7043323516845703,24.6805739402771,,,,,,
344,0.0,0.0,200088,0,0,0,0,0,4,0.0,0.0,0,Daniel,0.0,False,Joined Lincoln City on a season-long loan - Expected back 01 Jul,2021-07-14T19:01:37.238557Z,45,200088.jpg,0.0,N'Lundulu,0.0,False,,u,16,20,0,0,0,350,350,0.0,0.0,Nlundulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,361,32,360,38,309,30,373,38,,,,,,,Southampton,,,,,,,,,,,,,,,,,1,,,,,,1.934287548065185,2.097841501235962,2.85092568397522,1.841235995292664,1.9008762836456297,2.3407204151153564,2.5844438076019287,2.6823625564575195,2.382786512374878,2.3946313858032227,23.01011168956757,,,,,,
345,,,200439,0,0,0,0,0,4,1.7,2.2,5,Che,5.0,False,,,70,200439.jpg,5.0,Adams,1.8,False,,a,16,20,5,8577,8577,11308,11308,0.7,0.7,Adams,90,0,1,0,3,0,0,0,0,0,0,0,16,26.4,18.3,10.0,5.5,59,13,63,7,98,22,69,14,,,,,,,Southampton,1.0,3.971,0.0,0.0,0.0,0.0,3.971,0.0,0.0,2.4,0.0,0.4,1.2000000000000002,0.4,1.0,3.971,1,3.971,,,,,2.9004039764404297,3.122875928878784,3.937930822372437,3.145043134689331,3.1131725311279297,3.43471097946167,3.581015348434448,3.762936353683472,3.4722068309783936,3.4835996627807617,33.953895568847656,0.5672857142857143,,,1.5008969223196413,0.4,0.4
346,,,203389,0,0,0,0,0,3,0.9,1.4,1,Nathan,1.0,False,,,50,203389.jpg,1.0,Tella,0.1,False,,a,16,20,1,124,124,830,830,0.2,0.2,Tella,10,0,0,0,1,0,0,0,0,0,0,0,2,0.2,0.3,2.0,0.3,261,122,239,129,162,85,262,124,,,,,,,Southampton,1.0,1.0907179532894125,0.0,0.0,0.0,0.0,1.0,0.0,0.0907179532894125,2.4,0.0,0.0,0.0,0.0,0.0,1.0907179532894125,1,1.0907179532894125,,,,,1.38838529586792,1.4249508380889893,2.006193161010742,1.3549740314483645,1.3549740314483645,1.6814206838607788,1.8058676719665527,1.865222692489624,1.7234866619110107,1.6656948328018188,16.271169900894165,0.2181435906578825,,,0.4877838975669133,0.0,0.0
347,0.0,0.0,214466,0,0,0,0,0,3,0.0,0.0,0,William,0.0,False,Knee injury - Unknown return date,2021-06-22T11:30:10.599194Z,45,214466.jpg,0.0,Smallbone,0.0,False,,i,16,20,0,104,104,134,134,0.0,0.0,Smallbone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,368,138,367,145,317,123,380,144,,,,,,,Southampton,,,,,,,,,,,,,,,,,1,,,,,,1.934287548065185,2.0325968265533447,2.72417950630188,1.841235995292664,1.9008762836456297,2.239675521850586,2.4237630367279053,2.521681308746338,2.2817416191101074,2.2835898399353027,22.183627486228943,,,,,,
348,,,220598,0,0,0,0,0,4,0.5,1.0,0,Michael,0.0,False,,,45,220598.jpg,0.0,Obafemi,13.1,False,,a,16,20,0,74550,74550,42618,42618,0.0,0.0,Obafemi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,377,34,376,40,327,32,389,40,,,,,,,Southampton,,,,,,,,,,,,,,,,,1,,,,,,1.934287548065185,2.097841501235962,2.85092568397522,1.841235995292664,1.9008762836456297,2.3407204151153564,2.5844438076019287,2.6823625564575195,2.382786512374878,2.3946313858032227,23.01011168956757,,,,,,
349,,,240143,0,0,0,0,0,3,0.5,1.0,1,Ibrahima,1.0,False,,,45,240143.jpg,1.0,Diallo,0.1,False,,a,16,20,1,624,624,684,684,0.2,0.2,Diallo,10,0,0,0,1,0,0,0,0,0,0,0,3,0.6,0.9,18.0,2.0,259,120,199,115,68,40,180,89,,,,,,,Southampton,1.0,2.0907179532894125,0.2,1.0,0.2,0.0,2.0,0.0,0.0907179532894125,2.4,0.0,0.0,0.0,0.0,0.0,2.0907179532894125,1,2.0907179532894125,,,,,1.5592249631881714,1.5523802042007446,3.3146426677703857,1.497579574584961,1.497579574584961,1.7685221433639526,1.87332284450531,2.524594783782959,1.8105881214141848,1.7527961730957031,19.151231050491333,0.46460398961986943,,,0.985573894879602,0.2,0.2
350,,,431131,0,0,0,0,0,3,1.4,1.9,2,Moussa,2.0,False,,,55,431131.jpg,2.0,Djenepo,0.1,False,,a,16,20,2,228,228,550,550,0.4,0.4,Djenepo,90,0,0,0,3,0,0,0,0,0,0,0,5,17.2,7.2,14.0,3.8,108,43,126,74,81,47,112,62,,,,,,,Southampton,1.0,2.0907179532894125,0.0,0.0,0.0,0.0,2.0907179532894125,0.0,0.0907179532894125,2.4,0.0,0.0,0.0,0.0,0.0,2.0907179532894125,1,2.0907179532894125,,,,,1.429355263710022,1.4659209251403809,2.047163248062134,1.3959439992904663,1.3959439992904663,1.6814206838607788,1.8058676719665527,1.865222692489624,1.7234866619110107,1.6656948328018188,16.476019978523254,0.38013053696171134,,,0.8914851306776769,0.0,0.0
351,,,450527,0,0,0,0,0,2,1.2,1.7,1,Mohammed,1.0,False,,,45,450527.jpg,1.0,Salisu,0.1,False,,a,16,20,1,237,237,519,519,0.2,0.2,Salisu,90,0,0,0,3,0,0,0,0,0,0,0,14,23.4,1.4,19.0,4.4,73,23,177,49,66,13,92,23,,,,,,,Southampton,1.0,1.36287181315765,0.0,0.0,0.0,0.0,1.36287181315765,0.0,0.36287181315765,2.4,0.0,0.0,0.0,0.0,0.0,1.36287181315765,1,1.36287181315765,,,,,1.5053054094314575,1.6628928184509275,2.3181989192962646,1.4616960287094116,1.471894145011902,2.157334327697754,2.3414175510406494,2.4523208141326904,2.1994004249572754,2.151605129241944,19.72206556797028,0.30286040292392225,,,0.6424639339811865,0.0,0.0
460,,,244560,0,0,0,0,0,2,1.7,2.2,1,Romain,1.0,False,,,50,244560.jpg,1.0,Perraud,0.1,False,,a,16,20,1,165,165,724,724,0.2,0.2,Perraud,82,0,0,0,3,0,0,0,0,0,0,0,7,7.6,11.5,0.0,1.9,181,76,110,29,443,175,186,60,,,,,,,Southampton,1.0,1.36287181315765,0.0,0.0,0.0,0.0,1.36287181315765,0.0,0.36287181315765,2.4,0.0,0.0,0.0,0.0,0.0,1.36287181315765,1,1.36287181315765,,,,,1.5053054094314575,1.6628928184509275,2.3181989192962646,1.4616960287094116,1.471894145011902,2.157334327697754,2.3414175510406494,2.4523208141326904,2.1994004249572754,2.151605129241944,19.72206556797028,0.27257436263153,,,0.6094948037677795,0.0,0.0
491,,,441191,0,0,0,0,0,2,0.5,1.0,1,Tino,1.0,False,,,40,441191.jpg,1.0,Livramento,1.9,False,,a,16,20,1,16614,16614,5627,5627,0.2,0.2,Livramento,90,0,0,0,3,0,0,0,0,0,0,0,12,23.0,10.2,2.0,3.5,74,24,119,34,148,38,125,37,,,,,,,Southampton,1.0,1.36287181315765,0.0,0.0,0.0,0.0,1.36287181315765,0.0,0.36287181315765,2.4,0.0,0.0,0.0,0.0,0.0,1.36287181315765,1,1.36287181315765,,,,,1.5053054094314575,1.6628928184509275,2.3181989192962646,1.4616960287094116,1.471894145011902,2.157334327697754,2.3414175510406494,2.4523208141326904,2.1994004249572754,2.151605129241944,19.72206556797028,0.3407179532894125,,,0.681435906578825,0.0,0.0
517,,,96787,0,0,0,0,0,3,1.4,1.9,0,Mohamed,0.0,False,,,55,96787.jpg,0.0,Elyounoussi,0.0,False,,a,16,20,0,52,52,285,285,0.0,0.0,Elyounoussi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,487,195,489,198,475,193,493,197,,,,,,,Southampton,,,,,,,,,,,,,,,,,1,,,,,,1.934287548065185,2.0325968265533447,2.72417950630188,1.841235995292664,1.9008762836456297,2.239675521850586,2.4237630367279053,2.521681308746338,2.2817416191101074,2.2835898399353027,22.183627486228943,,,,,,
518,,,440323,0,0,0,0,0,4,0.8,1.3,0,Armando,0.0,False,,,50,440323.jpg,0.0,Broja,0.7,False,,a,16,20,0,4648,4648,7464,7464,0.0,0.0,Broja,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,467,47,471,52,449,44,476,52,,,,,,,Southampton,,,,,,,,,,,,,,,,,1,,,,,,1.934287548065185,2.097841501235962,2.85092568397522,1.841235995292664,1.9008762836456297,2.3407204151153564,2.5844438076019287,2.6823625564575195,2.382786512374878,2.3946313858032227,23.01011168956757,,,,,,
519,,,20452,0,0,0,0,0,4,1.1,1.6,0,Shane,0.0,False,,,55,20452.jpg,0.0,Long,0.2,False,,a,16,20,0,2230,2230,2511,2511,0.0,0.0,Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471,48,475,53,454,45,480,53,,,,,,,Southampton,,,,,,,,,,,,,,,,,1,,,,,,1.934287548065185,2.097841501235962,2.85092568397522,1.841235995292664,1.9008762836456297,2.3407204151153564,2.5844438076019287,2.6823625564575195,2.382786512374878,2.3946313858032227,23.01011168956757,,,,,,
525,,,155511,0,0,0,0,0,4,1.3,1.8,6,Adam,6.0,False,,,60,155511.jpg,6.0,Armstrong,2.0,False,,a,16,20,6,55988,55988,13933,13933,1.0,1.0,A.Armstrong,90,1,0,0,3,0,0,0,0,0,0,0,24,33.2,1.0,40.0,7.4,39,11,196,26,26,7,39,9,,,,,,,Southampton,1.0,4.0,0.5,2.0,,,,,0.0,2.4,0.0,0.0,0.0,,,4.0,1,4.0,,,,,2.8061282634735107,3.104254961013794,4.41161060333252,3.0989158153533936,3.067045211791992,3.322658061981201,3.376717329025269,4.410295486450195,3.4982173442840576,3.3482508659362797,34.44409394264221,0.6666666666666666,,,1.632993161855452,0.5,0.5
546,,,213482,0,0,0,0,0,2,0.5,1.0,0,Yan,0.0,False,,,40,213482.jpg,0.0,Valery,0.2,False,,a,16,20,0,6734,6734,906,906,0.0,0.0,Valery,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,280,99,271,96,205,66,293,100,,,,,,,Southampton,,,,,,,,,,,,,,,,,1,,,,,,1.881322979927063,2.166386365890503,2.9710183143615723,1.828934907913208,1.8479124307632449,2.650421619415283,2.8941452503204346,3.043612003326416,2.6924877166748047,2.7043323516845703,24.6805739402771,,,,,,
352,0.0,0.0,15749,0,0,0,0,0,1,0.0,0.0,0,Joe,0.0,False,Transferred to Celtic,2021-08-04T08:23:39.667120Z,45,15749.jpg,0.0,Hart,0.0,False,,u,17,6,0,0,0,519,519,0.0,0.0,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,300,36,291,17,226,16,313,36,,,,,,,Tottenham,,,,,,,,,,,,,,,,,1,,,,,,2.7038285732269287,3.1760642528533936,3.005561828613281,3.3259663581848145,3.3005077838897705,2.89685320854187,3.277597665786743,3.558457136154175,2.763468742370605,2.720512866973877,30.72881841659546,,,,,,
353,,,37915,0,0,0,0,1,1,3.8,2.8,10,Hugo,10.0,True,,,55,37915.jpg,10.0,Lloris,4.4,False,,a,17,6,10,32730,32730,10549,10549,1.8,1.8,Lloris,90,0,0,1,0,0,0,0,0,0,4,3,28,31.8,0.0,0.0,3.2,43,2,478,52,457,52,131,2,,,,,,,Tottenham,1.0,6.59827447689054,0.0,0.0,0.0,0.0,6.59827447689054,3.0,0.5982744768905403,1.9,1.0,0.0,0.0,0.0,0.0,6.59827447689054,1,6.59827447689054,,,,,3.4838995933532715,3.460761308670044,3.5000619888305664,4.199911117553711,3.949120759963989,3.4493350982666016,3.5954513549804688,3.956063747406006,3.4838995933532715,3.1676058769226074,36.24611043930054,1.1996862685255527,,,2.8135136903680076,0.0,0.0
354,,,45268,0,0,0,0,0,3,1.5,0.5,0,Moussa,0.0,False,,,45,45268.jpg,0.0,Sissoko,1.5,False,,a,17,6,0,9210,9210,11445,11445,0.0,0.0,Sissoko,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,311,126,304,133,240,106,324,132,,,,,,,Tottenham,,,,,,,,,,,,,,,,,1,,,,,,1.887845754623413,2.3546295166015625,2.279263496398926,2.4448952674865723,2.4194366931915283,2.074758529663086,2.3370554447174072,2.7707889080047607,1.9474858045578003,2.0792059898376465,22.595365405082703,,,,,,
355,0.0,0.0,55605,0,0,0,0,0,2,0.0,0.0,0,Toby,0.0,False,Transferred to Al-Duhail SC,2021-07-27T14:30:07.238332Z,50,55605.jpg,0.0,Alderweireld,0.0,False,,u,17,6,0,0,0,981,981,0.0,0.0,Alderweireld,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,423,167,423,166,386,151,432,166,,,,,,,Tottenham,,,,,,,,,,,,,,,,,1,,,,,,1.8348811864852903,2.76537561416626,2.7000060081481934,2.9152774810791016,2.8898189067840576,2.208548069000244,2.7478015422821045,3.017627716064453,1.935185551643372,2.2129955291748047,25.22751760482788,,,,,,
356,0.0,0.0,62974,0,0,0,0,0,3,0.0,0.0,0,Erik,0.0,False,Transferred to Sevilla,2021-07-27T08:24:25.288357Z,60,62974.jpg,0.0,Lamela,0.0,False,,u,17,6,0,0,0,169,169,0.0,0.0,Lamela,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,521,214,523,216,515,212,526,216,,,,,,,Tottenham,,,,,,,,,,,,,,,,,1,,,,,,1.887845754623413,2.3546295166015625,2.279263496398926,2.4448952674865723,2.4194366931915283,2.074758529663086,2.3370554447174072,2.7707889080047607,1.9474858045578003,2.0792059898376465,22.595365405082703,,,,,,
357,75.0,75.0,78830,0,0,0,0,0,4,3.4,2.6,0,Harry,0.0,False,Lack of match fitness - 75% chance of playing,2021-08-13T14:30:15.738576Z,125,78830.jpg,0.0,Kane,10.4,False,,d,17,6,0,8304,8304,267983,267983,0.0,0.0,Kane,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,555,75,555,75,555,75,555,75,,,1.0,,1.0,,Tottenham,,,,,,,,,,,,,,,,,1,,,,,,1.887845754623413,2.455674409866333,2.3903050422668457,2.605576276779175,2.580117464065552,2.1400034427642822,2.4381003379821777,2.8975350856781006,1.9474858045578003,2.144451141357422,23.4870947599411,,,,,,
358,,,80226,0,0,0,0,0,2,2.7,1.7,0,Serge,0.0,False,,,50,80226.jpg,0.0,Aurier,0.6,False,,a,17,6,0,3089,3089,5993,5993,0.0,0.0,Aurier,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,427,168,428,167,392,153,436,167,,,,,,,Tottenham,,,,,,,,,,,,,,,,,1,,,,,,1.8348811864852903,2.76537561416626,2.7000060081481934,2.9152774810791016,2.8898189067840576,2.208548069000244,2.7478015422821045,3.017627716064453,1.935185551643372,2.2129955291748047,25.22751760482788,,,,,,
359,,,85971,0,0,0,0,0,3,3.8,2.8,10,Heung-Min,10.0,False,,,100,85971.jpg,10.0,Son,23.1,False,,a,17,6,10,136880,136880,57784,57784,1.0,1.0,Son,90,1,0,1,0,0,0,0,0,0,0,2,27,32.8,19.7,41.0,9.4,41,19,58,41,24,13,27,15,1.0,,4.0,,2.0,,Tottenham,1.0,5.449568619222635,0.2,1.0,0.2,1.0,5.449568619222635,2.0,0.149568619222635,1.9,1.0,0.1,0.3,0.1,0.0,5.449568619222635,1,5.449568619222635,,,,,3.820392847061157,4.094755172729492,4.133647441864014,4.390693664550781,4.346764087677002,4.080571174621582,4.176482677459717,5.549808502197266,4.0570173263549805,3.851805210113525,42.50193810462952,0.5449568619222636,,,1.7233049102122382,0.30000000000000004,0.30000000000000004
360,,,87835,0,0,0,0,0,2,2.7,1.7,1,Matt,1.0,False,,,50,87835.jpg,1.0,Doherty,0.7,False,,a,17,6,1,1990,1990,5525,5525,0.2,0.2,Doherty,7,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.3,0.0,0.3,226,85,237,78,397,155,261,87,,,,,,,Tottenham,1.0,1.5982744768905404,0.0,0.0,0.0,0.0,1.0,0.0,0.5982744768905403,1.9,0.0,0.0,0.0,0.0,0.0,1.5982744768905404,1,1.5982744768905404,,,,,1.4481209516525269,2.0836567878723145,2.077927589416504,2.233558416366577,2.267739772796631,1.516422986984253,2.125722885131836,2.2358169555664062,1.4379228353500366,1.5805109739303589,19.007400155067444,0.3196548953781081,,,0.714770075406033,0.0,0.0
361,,,93264,0,0,0,0,0,2,2.2,1.2,7,Eric,7.0,False,,,45,93264.jpg,7.0,Dier,2.5,False,,a,17,6,7,48955,48955,8820,8820,1.6,1.6,Dier,90,0,0,1,0,0,0,0,0,0,0,1,22,17.0,0.1,0.0,1.7,109,39,251,86,259,95,195,64,,,3.0,,,,Tottenham,1.0,3.5982744768905404,0.0,0.0,0.0,0.0,3.5982744768905404,1.0,0.5982744768905403,1.9,1.0,0.0,0.0,0.0,0.0,3.5982744768905404,1,3.5982744768905404,,,,,2.3926706314086914,3.068472623825073,3.0860390663146973,3.3359382152557373,3.370119571685791,2.5921735763549805,3.1105387210845947,3.03389048576355,2.476426601409912,2.6562612056732178,29.122530698776245,0.79961655042012,,,1.6962428554531854,0.0,0.0
362,,,95715,0,0,0,0,0,3,2.8,1.8,2,Lucas,2.0,False,,,65,95715.jpg,2.0,Rodrigues Moura da Silva,1.2,False,,a,17,6,2,25242,25242,7886,7886,0.3,0.3,Lucas Moura,90,0,0,1,0,0,0,0,1,0,0,0,9,16.4,37.6,43.0,9.7,115,45,13,8,21,11,24,13,5.0,,,,,,Tottenham,1.0,3.7495686192226354,0.4,2.0,0.4,0.0,3.7495686192226354,0.0,0.149568619222635,1.9,1.0,0.2,0.6000000000000001,0.2,0.0,3.7495686192226354,1,3.7495686192226354,,,,,2.5663981437683105,2.864896297454834,2.908358573913574,2.8345415592193604,2.9821245670318604,2.706273078918457,2.9069623947143555,4.5225043296813965,2.6603519916534424,2.7086801528930664,29.661091089248657,0.5768567106496362,,,1.4707018120747208,0.6000000000000001,0.6000000000000001
363,,,108823,0,0,0,0,0,3,2.8,1.8,3,Bamidele,3.0,False,,,65,108823.jpg,3.0,Alli,1.4,False,,a,17,6,3,12798,12798,8887,8887,0.5,0.5,Dele,90,0,0,1,0,0,0,0,0,0,0,0,6,12.4,2.2,0.0,1.5,146,57,163,97,535,224,206,97,,,,,4.0,,Tottenham,1.0,2.149568619222636,0.0,0.0,0.0,0.0,2.149568619222636,0.0,0.149568619222635,1.9,1.0,0.0,0.0,0.0,0.0,2.149568619222636,1,2.149568619222636,,,,,1.482959508895874,1.777140498161316,1.761414647102356,1.867405891418457,1.9015874862670896,1.4888484477996826,1.819206476211548,2.134178638458252,1.482959508895874,1.5529364347457886,17.268637537956238,0.33070286449579017,,,0.8431301796325323,0.0,0.0
364,,,115556,0,0,0,0,0,2,2.2,1.2,0,Ben,0.0,False,,,45,115556.jpg,0.0,Davies,0.3,False,,a,17,6,0,873,873,2107,2107,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,334,131,329,129,271,106,346,131,,,,,,,Tottenham,,,,,,,,,,,,,,,,,1,,,,,,1.8348811864852903,2.76537561416626,2.7000060081481934,2.9152774810791016,2.8898189067840576,2.208548069000244,2.7478015422821045,3.017627716064453,1.935185551643372,2.2129955291748047,25.22751760482788,,,,,,
365,,,132015,0,0,0,0,0,3,1.9,0.9,3,Pierre-Emile,3.0,False,,,50,132015.jpg,3.0,Højbjerg,3.0,False,,a,17,6,3,11276,11276,16247,16247,0.6,0.6,Højbjerg,89,0,0,1,0,0,0,0,0,0,0,0,13,12.6,21.8,12.0,4.6,144,55,52,35,87,51,85,50,,,,,,,Tottenham,1.0,2.449568619222635,0.0,0.0,0.0,0.0,2.449568619222635,0.0,0.149568619222635,1.9,1.0,0.1,0.3,0.1,0.0,2.449568619222635,1,2.449568619222635,,,,,1.842848300933838,2.294490337371826,2.278764486312866,2.384755849838257,2.4189374446868896,1.8656972646713257,2.336556434631348,2.692185401916504,1.842848300933838,1.868104696273804,21.825188517570496,0.489913723844527,,,1.095480389626422,0.1,0.1
366,,,157668,0,0,0,0,0,3,1.5,0.5,0,Harry,0.0,False,,,45,157668.jpg,0.0,Winks,1.2,False,,a,17,6,0,6986,6986,8603,8603,0.0,0.0,Winks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,344,131,343,138,286,112,356,137,,,,,,,Tottenham,,,,,,,,,,,,,,,,,1,,,,,,1.887845754623413,2.3546295166015625,2.279263496398926,2.4448952674865723,2.4194366931915283,2.074758529663086,2.3370554447174072,2.7707889080047607,1.9474858045578003,2.0792059898376465,22.595365405082703,,,,,,
