id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 4,value,valuePoints metric
503,0,1,172,50.0,0.0,2,19419,0,0,0,0,25.8,0,2,0.2,0.0,0,Gary,0.5,17,0,38.1,False,204.4,990,Knee injury - 50% chance of playing,2019-11-30T15:00:19.646379Z,45,0,0,0,19419.jpg,2.1,0,0,Cahill,1.5,False,,d,7,31,148.0,23,79132,283,120422,7839,0.1,5.1,Cahill,1,10.952380952380953,29.02153661023695,2.6497924731085907,1.4803952200310586,0.588842771801909,1.249124150981438
510,0,0,3,,,0,175946,0,0,-4,4,0.1,0,3,0.0,0.0,0,VÃ­ctor,0.0,0,0,0.0,False,0.2,5,,,46,0,0,0,175946.jpg,1.0,0,0,Camarasa,0.2,False,,a,7,31,0.0,1,4027,97,45278,336,0.0,0.2,Camarasa,0,1.0,1.2515785530597563,1.2515785530597563,,0.27208229414342533,0.5835515093093387
539,0,0,0,,,0,173954,0,0,0,0,0.0,0,3,0.0,0.0,0,Jairo,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,173954.jpg,0.0,0,0,Riedewald,0.0,False,,a,7,31,0.0,0,857,38,605,51,0.0,0.0,Riedewald,0,,,,,,
556,0,0,0,,,0,42525,0,0,0,0,0.0,0,1,0.0,0.0,0,Stephen,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,42525.jpg,0.0,0,0,Henderson,0.2,False,,a,7,31,0.0,0,15965,1275,3802,553,0.0,0.0,Henderson,0,,,,,,
17,0,2,134,,,1,153133,-1,1,-4,4,230.9,0,3,1.0,0.5,2,Alex,1.5,19,1,64.9,False,162.0,849,,,56,0,0,0,153133.jpg,2.3,0,0,Iwobi,1.2,False,,a,8,11,256.0,30,127779,586,214022,2508,0.3,5.3,Iwobi,0,13.043478260869565,43.047749264611596,3.3003274436202217,3.282013563209045,0.5893441863607539,1.3946428904864594
141,3,4,265,100.0,100.0,3,101188,0,0,-2,2,586.3,1,2,0.5,0.0,0,Lucas,1.0,27,0,106.3,False,322.8,1332,,2019-08-17T16:00:09.148104Z,58,1,0,0,101188.jpg,2.8,0,0,Digne,14.0,False,,a,8,11,153.0,42,936752,3088,1621563,61229,0.2,7.2,Digne,1,15.000000000000002,49.41004661721336,3.294003107814224,1.1352877764319131,0.5679315703127972,1.3677603436407149
142,0,4,218,75.0,100.0,3,164511,0,0,-2,2,41.5,0,2,0.5,0.0,0,Yerry,1.0,24,0,52.7,False,258.4,1260,Knock - 75% chance of playing,2019-12-06T14:30:16.477158Z,53,1,0,0,164511.jpg,2.3,0,0,Mina,2.3,False,,d,8,11,227.0,32,359695,433,369729,6467,0.2,6.0,Mina,1,13.913043478260873,39.083730195676154,2.8091431078142244,1.0573887635585542,0.530027001474382,1.2202137919836833
143,0,3,193,,,3,106611,0,0,-2,2,19.8,0,2,1.5,1.0,6,Michael,2.0,23,1,37.1,False,228.2,1081,,,53,0,0,0,106611.jpg,2.8,0,0,Keane,2.3,False,,a,8,11,122.0,37,131292,1452,197389,3030,0.4,7.0,Keane,0,13.214285714285715,39.16635535325939,2.9639404051115217,2.3702800532353265,0.5592340387002871,1.287453441184372
144,1,2,128,0.0,0.0,2,59949,0,0,-2,2,104.9,0,2,0.0,0.0,0,Seamus,0.0,13,0,33.2,False,122.8,689,Unknown - Unknown return date,2019-11-29T15:30:19.353099Z,53,0,0,0,59949.jpg,2.1,1,0,Coleman,1.3,False,,i,8,11,104.0,19,107882,5,249118,4687,0.0,3.6,Coleman,3,9.047619047619047,22.72547573736679,2.511763107814224,1.1768549751702049,0.4739175675121177,1.0910401744308016
145,0,0,0,100.0,100.0,0,12745,0,0,-1,1,0.0,0,2,-0.5,-1.0,0,Leighton,0.0,0,0,0.0,False,0.0,0,,2019-07-30T15:00:09.168977Z,49,0,0,0,12745.jpg,0.0,0,0,Baines,0.1,False,,a,8,11,0.0,0,6016,83,9362,216,0.0,0.0,Baines,0,,,,,,
146,0,0,37,100.0,100.0,0,66838,0,0,-3,3,47.7,0,4,0.5,0.0,0,Cenk,1.0,4,1,24.2,False,42.4,220,,2019-11-14T10:00:15.071754Z,57,0,0,0,66838.jpg,2.5,0,0,Tosun,0.1,False,,a,8,11,152.0,10,6149,95,14050,355,0.2,1.8,Tosun,0,4.0,9.4,2.35,3.233333333333334,0.41228070175438597,0.9843066844854845
147,0,2,95,,,2,177815,0,0,-3,3,47.4,0,4,0.7,0.2,1,Dominic,1.2,16,3,40.4,False,118.8,677,,,57,0,0,0,177815.jpg,2.5,0,0,Calvert-Lewin,0.9,False,,a,8,11,243.0,33,92437,631,157158,2997,0.2,5.8,Calvert-Lewin,1,13.2,36.8,2.7878787878787885,2.2999999999999985,0.48910154173312076,1.1677139261465452
148,0,2,245,,,3,111234,0,0,-1,1,3.0,1,1,1.0,0.5,0,Jordan,1.5,27,0,28.8,False,285.2,1350,,,54,0,0,0,111234.jpg,2.7,0,35,Pickford,7.4,False,,a,8,11,0.0,41,382900,805,554554,21796,0.3,7.6,Pickford,0,15.185185185185185,44.58976571125302,2.9363992053752,1.1981208837080992,0.543777630625037,1.263625024470538
149,0,0,0,,,0,10318,0,0,0,0,0.0,0,1,-0.5,-1.0,0,Maarten,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,10318.jpg,0.0,0,0,Stekelenburg,8.3,False,,a,8,11,0.0,0,173230,1173,164333,4823,0.0,0.0,Stekelenburg,0,,,,,,
150,3,7,225,,,3,212319,-1,1,-2,2,214.2,1,3,6.0,5.5,6,Richarlison,6.5,26,5,110.2,False,369.4,1297,,,78,0,0,0,212319.jpg,4.8,0,0,de Andrade,6.5,False,,a,8,11,518.0,72,651111,23887,841942,15109,0.8,9.2,Richarlison,2,15.0,62.260311654303344,4.150687443620224,3.8434283235024496,0.5321394158487467,1.4861845079325762
151,1,0,166,,,2,55422,0,0,-6,6,402.5,0,3,1.3,0.8,2,Gylfi,1.8,22,1,89.6,False,203.8,1056,,,74,0,0,0,55422.jpg,2.4,0,0,Sigurdsson,2.8,False,,a,8,11,291.0,36,113772,615,766958,5174,0.2,4.9,Sigurdsson,1,15.0,47.18671165430334,3.145780776953556,2.4794552770389457,0.42510551039912914,1.1564120125589368
152,1,5,98,100.0,100.0,3,100649,0,0,-1,1,104.3,2,3,0.5,0.0,4,Bernard,1.0,6,2,37.9,False,142.0,502,,2019-10-26T16:30:19.314673Z,64,0,0,0,100649.jpg,3.6,0,0,AnÃ­cio Caldeira Duarte,0.6,False,,a,8,11,134.0,32,182177,447,200732,414,0.2,5.0,Bernard,2,8.888888888888891,21.718229128476054,2.4433007769535564,1.911717021189645,0.3817657463989932,0.9657994330040345
153,1,0,40,100.0,100.0,1,20467,0,0,-3,3,93.7,0,3,0.5,0.0,0,Theo,1.0,6,0,41.4,False,61.0,434,,2019-11-29T15:30:19.373902Z,62,0,0,0,20467.jpg,1.8,0,0,Walcott,0.4,False,,a,8,11,259.0,18,14561,129,49297,549,0.2,2.9,Walcott,1,10.0,25.00340776953556,2.500340776953556,2.903394785689797,0.40328077047638,1.004161020446094
154,0,3,86,,,1,173807,0,0,-2,2,21.7,1,3,3.3,2.8,1,Tom,3.8,14,1,28.5,False,117.8,623,,,53,0,0,0,173807.jpg,2.6,0,0,Davies,0.2,False,,a,8,11,144.0,23,9954,195,11057,771,0.7,4.3,Davies,2,8.846153846153848,25.270460719204532,2.8566607769535555,2.3542933992694923,0.5389925994251992,1.2408541484986082
155,0,0,0,0.0,0.0,0,219352,0,0,0,0,0.0,0,3,0.0,0.0,0,Ademola,0.0,0,0,0.0,False,0.0,0,Joined RB Leipzig on a permanent deal on 25/7,2019-07-25T09:00:14.381716Z,50,0,0,0,219352.jpg,0.0,0,0,Lookman,0.0,False,,u,8,11,0.0,0,143,3,525,5,0.0,0.0,Lookman,0,,,,,,
156,0,0,0,0.0,0.0,0,80801,0,0,0,0,0.0,0,3,0.0,0.0,0,Idrissa,0.0,0,0,0.0,False,0.0,0,Joined PSG on a permanent deal on 30/7,2019-07-30T09:00:05.841634Z,50,0,0,0,80801.jpg,0.0,0,0,Gueye,0.0,False,,u,8,11,0.0,0,330,9,1982,15,0.0,0.0,Gueye,0,,,,,,
158,0,0,79,100.0,100.0,1,42774,0,0,-1,1,56.7,0,3,0.5,0.0,1,Morgan,1.0,13,0,15.9,False,76.2,647,,2019-11-29T15:30:19.386304Z,44,0,0,0,42774.jpg,1.1,1,0,Schneiderlin,0.8,False,,a,8,11,25.0,11,33519,770,66806,1307,0.2,2.5,Schneiderlin,3,10.0,13.36660776953556,1.336660776953556,0.9895940417982836,0.30378654021671725,0.6372280226685813
205,0,0,79,0.0,25.0,0,41823,0,0,-2,2,57.1,0,2,-0.1,-0.2,0,Fabian,0.0,14,0,15.4,False,88.6,558,Hamstring injury - Unknown return date,2019-11-07T14:00:19.197739Z,53,0,0,0,41823.jpg,0.9,0,0,Delph,0.2,False,,i,8,11,8.0,6,8814,8,25509,332,0.0,1.1,Delph,2,6.666666666666666,13.144287385428154,1.971643107814224,,0.3720081335498536,0.8564270386696127
422,0,0,71,0.0,0.0,2,120250,0,0,-2,2,90.4,0,3,0.0,0.0,0,AndrÃ© Filipe,0.0,8,0,15.8,False,55.0,584,Ankle injury - Unknown return date,2019-11-03T18:30:18.626117Z,53,0,0,0,120250.jpg,1.6,0,0,Tavares Gomes,0.3,False,,i,8,11,13.0,13,12416,9,67329,309,0.0,2.5,AndrÃ© Gomes,3,8.125,15.085368812747642,1.856660776953556,,0.3503133541421804,0.806481905735539
477,0,0,0,,,0,232964,0,0,-2,2,0.0,0,2,-0.5,-1.0,0,Lewis,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,232964.jpg,0.0,0,0,Gibson,0.1,False,,a,8,11,0.0,0,3683,66,8813,174,0.0,0.0,Gibson,0,,,,,,
478,2,1,105,,,0,194164,0,0,-1,1,30.2,0,2,1.3,0.8,0,Mason,1.8,14,0,19.4,False,126.2,558,,,44,0,0,0,194164.jpg,1.8,0,0,Holgate,0.2,False,,a,8,11,38.0,14,14817,271,13164,983,0.4,3.2,Holgate,2,7.777777777777778,21.15860194966618,2.720391679242795,1.8731006917159585,0.6182708361915443,1.2968958471265002
479,0,0,0,100.0,100.0,0,57513,0,0,-2,2,0.0,0,1,-0.5,-1.0,0,Jonas,0.0,0,0,0.0,False,0.0,0,,2019-09-08T18:30:16.855771Z,43,0,0,0,57513.jpg,0.0,0,0,LÃ¶ssl,0.3,False,,a,8,11,0.0,0,1969,30,25313,311,0.0,0.0,LÃ¶ssl,0,,,,,,
496,1,0,35,,,0,242058,0,0,-6,6,47.1,0,4,0.0,-0.5,1,Moise,0.5,9,0,21.4,False,25.8,329,,,64,0,0,0,242058.jpg,1.5,0,0,Kean,1.5,False,,a,8,11,144.0,16,72423,567,431834,1285,0.1,2.5,Kean,0,10.666666666666666,21.2368,1.99095,2.1588164408866986,0.31108593749999996,0.7869920884390293
497,0,0,14,0.0,0.0,1,160987,0,0,-2,2,6.3,0,3,0.0,0.0,0,Jean-Philippe,0.0,0,0,2.6,False,20.0,135,Thigh injury - Expected back 18 Jan,2019-08-23T21:30:13.493993Z,48,0,0,0,160987.jpg,2.0,0,0,Gbamin,0.0,False,,i,8,11,0.0,4,2667,4,6929,29,0.0,0.8,Gbamin,0,2.0,3.513321553907112,1.7566607769535558,,0.3659709951986575,0.8018022778516781
511,2,3,111,,,1,102747,0,0,-2,2,85.0,0,2,2.0,1.5,0,Djibril,2.5,12,0,25.6,False,138.6,580,,,53,0,0,0,102747.jpg,2.8,0,0,SidibÃ©,0.2,False,,a,8,11,33.0,22,13508,584,21428,970,0.5,4.2,SidibÃ©,2,7.857142857142858,24.34008156139748,3.097828562359678,1.945685396051786,0.5844959551622034,1.3456107403276683
557,0,0,0,75.0,75.0,0,195855,0,0,0,0,0.0,0,3,-0.4,-0.8,0,Beni,0.0,0,0,0.0,False,0.0,0,Shin injury - 75% chance of playing,2019-11-29T16:00:27.549912Z,45,0,0,0,195855.jpg,0.0,0,0,Baningime,0.0,False,,d,8,11,0.0,0,426,2,323,39,0.0,0.0,Baningime,0,,,,,,
561,0,0,0,,,0,232826,0,0,0,0,0.0,0,4,-0.5,-1.0,0,Anthony,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,232826.jpg,0.0,0,0,Gordon,0.0,False,,a,8,11,0.0,0,1145,150,557,173,0.0,0.0,Gordon,0,,,,,,
159,1,10,340,,,7,111931,1,-1,5,-5,232.1,2,2,8.0,7.5,7,Ricardo Domingos,7.0,9,2,77.9,True,434.6,1350,,,65,0,0,0,111931.jpg,5.5,0,0,Barbosa Pereira,17.0,False,,a,9,13,112.0,82,1109761,79401,365388,11509,1.1,12.8,Pereira,0,14.909090909090908,70.11941675659577,4.703131611722887,6.28505906824118,0.7235587094958288,1.844719989474622
161,3,3,265,75.0,100.0,6,172850,0,0,4,-4,274.6,1,2,3.8,4.5,0,Benjamin,4.0,7,1,62.5,False,264.8,1080,Hip injury - 75% chance of playing,2019-12-04T20:00:11.580379Z,59,0,0,0,172850.jpg,5.3,0,0,Chilwell,13.6,False,,d,9,13,85.0,64,970128,10081,400830,114463,0.7,10.8,Chilwell,1,12.075471698113208,53.98196258242457,4.470381276357035,5.729178953913222,0.7576917417554295,1.8404268460315998
162,2,7,320,100.0,100.0,7,37642,0,0,1,-1,35.2,2,2,7.2,6.7,12,Jonny,6.2,9,0,44.1,False,300.4,1321,,2019-11-23T17:00:22.413179Z,51,0,0,0,37642.jpg,4.5,0,0,Evans,3.5,False,,a,9,13,105.0,67,279695,44853,115129,3163,1.2,13.1,Evans,3,14.888888888888893,60.22548150353806,4.044995026357034,5.161606802961691,0.7931362796778498,1.7911539036387196
163,0,0,52,,,1,37402,0,0,-2,2,31.2,0,2,2.5,2.0,6,Christian,1.5,2,0,9.6,False,62.6,274,,,43,0,0,0,37402.jpg,2.8,0,0,Fuchs,0.4,False,,a,9,13,2.0,11,17447,876,27467,398,0.3,2.6,Fuchs,0,3.928571428571429,13.27690903211692,3.3795768445388528,3.459398091329813,0.7859481033811286,1.6297766752521927
164,1,5,345,,,7,218031,1,-1,6,-6,22.7,1,2,6.2,5.7,5,Ãaglar,5.2,9,1,48.3,True,381.4,1350,,,51,0,0,0,218031.jpg,4.5,0,0,SÃ¶yÃ¼ncÃ¼,19.8,False,,a,9,13,77.0,68,1552030,106002,237119,13353,1.0,13.3,SÃ¶yÃ¼ncÃ¼,3,15.111111111111107,59.72676928717296,3.952506791062916,4.38101247923295,0.775001331580964,1.7501994246818169
165,0,0,15,100.0,100.0,0,15033,0,0,-3,3,0.1,0,2,1.2,0.7,0,Wes,0.2,0,0,2.2,False,22.2,56,,2019-08-28T21:30:17.515643Z,42,0,0,0,15033.jpg,1.0,0,0,Morgan,0.7,False,,a,9,13,0.0,4,20088,352,73653,1418,0.0,1.0,Morgan,0,4.0,10.085580105428136,2.521395026357034,2.4378921043764,0.6003321491326271,1.230314795076949
166,4,19,412,,,7,101668,1,-1,10,-10,134.7,5,4,9.8,9.3,5,Jamie,8.8,9,14,131.2,True,567.2,1350,,,100,0,0,0,101668.jpg,7.7,0,0,Vardy,48.7,False,,a,9,13,614.0,115,3233011,117901,591825,8483,0.9,11.6,Vardy,2,14.935064935064936,90.4472,6.056029913043479,8.35493268332679,0.6056029913043479,1.9150848103328846
167,1,3,38,,,0,173515,0,0,-3,3,12.7,1,4,3.8,3.3,0,Kelechi,2.8,0,1,10.6,False,51.2,28,,,57,0,0,0,173515.jpg,11.0,0,0,Iheanacho,0.2,False,,a,9,13,42.0,11,10397,1043,22292,1296,0.5,1.9,Iheanacho,0,1.0,8.136800000000001,8.136800000000001,,1.4275087719298247,3.4081304809878685
168,0,1,286,,,7,17745,0,0,3,-3,10.0,0,1,6.0,5.5,6,Kasper,5.0,9,0,30.9,True,299.4,1350,,,53,0,0,0,17745.jpg,4.4,0,35,Schmeichel,14.6,False,,a,9,13,0.0,66,802685,60705,261318,9960,0.9,12.5,Schmeichel,0,14.999999999999998,61.42092539535551,4.094728359690368,3.8987464263134393,0.7725902565453525,1.7786363411042494
169,0,0,0,,,0,11974,0,0,-2,2,0.0,0,1,1.0,0.5,0,Eldin,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,11974.jpg,0.0,0,0,Jakupovic,0.1,False,,a,9,13,0.0,0,1075,30,4453,128,0.0,0.0,Jakupovic,0,,,,,,
170,0,0,0,,,0,95463,0,0,-2,2,0.0,0,1,1.0,0.5,0,Danny,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,95463.jpg,0.0,0,0,Ward,0.2,False,,a,9,13,0.0,0,1801,40,7432,190,0.0,0.0,Ward,0,,,,,,
171,3,10,287,100.0,100.0,6,172780,1,-1,7,-7,551.0,1,3,7.0,6.5,10,James,6.0,8,5,130.0,False,376.2,1232,,2019-11-16T20:30:13.269322Z,77,0,0,0,172780.jpg,5.5,0,0,Maddison,25.9,False,,a,9,13,373.0,77,1888625,106680,778222,30453,0.8,10.1,Maddison,1,14.0,71.33528259224963,5.095377328017831,6.2897968281033005,0.661737315326991,1.8362465285523444
172,5,3,159,,,5,201666,0,0,-1,1,221.1,1,3,3.8,3.3,3,Harvey,2.8,5,1,74.6,False,178.4,873,,,59,0,0,0,201666.jpg,3.6,0,0,Barnes,1.1,False,,a,9,13,345.0,51,123753,3103,69029,9313,0.5,8.6,Barnes,0,14.166666666666664,52.27227405168117,3.689807580118672,4.435150201044069,0.6253911152743511,1.5190697408868925
173,0,0,0,0.0,0.0,0,115858,0,0,-3,3,0.0,0,3,0.0,0.0,0,Rachid,0.0,0,0,0.0,False,0.0,0,Joined Fiorentina on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-18T22:00:13.300063Z,52,0,0,0,115858.jpg,0.0,0,0,Ghezzal,0.0,False,,n,9,13,0.0,0,515,3,3701,20,0.0,0.0,Ghezzal,0,,,,,,
174,1,0,52,,,0,51938,0,0,-3,3,103.3,0,3,1.2,0.7,0,Marc,0.2,2,0,17.8,False,46.6,190,,,52,0,0,0,51938.jpg,1.4,0,0,Albrighton,0.2,False,,a,9,13,29.0,10,7713,60,18827,327,0.0,1.9,Albrighton,1,7.142857142857142,12.95357683278042,1.8135007565892585,1.6641147409975137,0.3487501454979343,0.795272690792987
175,2,0,47,100.0,75.0,0,172632,-1,1,-4,4,84.0,0,3,1.7,1.3,0,Demarai,1.2,1,0,20.7,False,53.8,204,,2019-12-01T23:30:20.997051Z,51,0,0,0,172632.jpg,1.7,0,0,Gray,0.3,False,,a,9,13,68.0,15,8059,25,32356,691,0.2,2.9,Gray,1,8.823529411764708,16.729618440493454,1.8960234232559248,2.002490019849708,0.3717692986776323,0.8395732834840678
176,0,3,230,100.0,100.0,7,203341,0,0,0,0,150.8,0,3,3.5,3.0,2,Wilfred,2.5,8,2,63.1,False,355.0,1260,,2019-08-27T11:00:13.484600Z,50,0,0,0,203341.jpg,3.3,0,0,Ndidi,3.0,False,,a,9,13,123.0,46,351135,2831,279316,13135,0.5,9.2,Ndidi,2,13.93939393939394,40.501831152456326,2.9055661478936066,2.960892652618279,0.5811132295787214,1.2994086839624623
177,0,0,0,0.0,0.0,0,61604,0,0,-2,2,0.0,0,3,0.0,0.0,0,Matty,0.0,0,0,0.0,False,0.0,0,Achilles injury - Unknown return date,2019-08-27T12:30:14.308742Z,43,0,0,0,61604.jpg,0.0,0,0,James,0.2,False,,i,9,13,0.0,0,10097,104,21679,411,0.0,0.0,James,0,,,,,,
178,0,0,0,100.0,100.0,0,155569,0,0,-2,2,0.0,0,3,1.0,0.5,0,Daniel,0.0,0,0,0.0,False,0.0,0,,2019-06-25T11:30:07.144362Z,43,0,0,0,155569.jpg,0.0,0,0,Amartey,0.3,False,,a,9,13,0.0,0,20427,1729,23028,1405,0.0,0.0,Amartey,0,,,,,,
179,0,0,2,100.0,100.0,0,86881,0,0,-2,2,0.0,0,3,1.0,0.5,0,Nampalys,0.0,0,0,0.1,False,1.2,1,,2019-07-30T15:00:09.217034Z,43,0,0,0,86881.jpg,1.0,0,0,Mendy,1.0,False,,a,9,13,0.0,1,61854,7226,64288,4296,0.0,0.2,Mendy,0,1.0,1.3803487565892585,1.3803487565892585,,0.321011338741688,0.6656632799570232
180,1,0,67,,,1,197469,0,0,-1,1,42.9,0,3,1.2,0.7,1,Hamza,0.2,4,0,16.0,False,75.0,339,,,44,0,0,0,197469.jpg,1.7,0,0,Choudhury,0.7,False,,a,9,13,43.0,15,82580,219,87656,1956,0.0,3.4,Choudhury,1,8.823529411764708,15.792818440493456,1.7898527565892584,1.3510693491799834,0.40678471740664957,0.8532788218329775
265,2,2,169,,,5,168580,0,0,-3,3,160.2,1,3,4.0,3.5,1,Ayoze,3.0,6,4,76.3,False,241.2,876,,,62,0,0,0,168580.jpg,4.1,0,0,PÃ©rez,6.8,False,,a,9,13,361.0,57,513211,12360,1046792,50583,0.5,9.2,PÃ©rez,0,13.902439024390244,52.06137539648482,3.7447655986945216,4.64309035954291,0.6039944514023422,1.503934055540289
433,1,0,17,,,0,220627,0,0,-2,2,21.2,0,2,2.0,1.5,4,James,1.0,0,0,4.4,False,23.2,10,,,48,0,0,0,220627.jpg,4.0,0,0,Justin,0.1,False,,a,9,13,0.0,4,1947,126,6119,106,0.2,0.8,Justin,0,1.0,4.358195026357034,4.358195026357034,,0.9079572971577154,1.9892347716188081
448,3,4,262,,,7,166989,0,0,2,-2,367.3,2,3,4.5,4.0,3,Youri,3.5,9,3,91.2,False,283.2,1319,,,67,0,0,0,166989.jpg,4.3,0,0,Tielemans,9.6,False,,a,9,13,260.0,65,810145,12867,526935,69925,0.5,9.7,Tielemans,0,15.116279069767444,57.959857948442284,3.834267525820028,3.579729150141968,0.5722787351970191,1.4813067778428914
480,0,0,0,0.0,0.0,0,13152,0,0,-2,2,0.0,0,3,0.0,0.0,0,Andy,0.0,0,0,0.0,False,0.0,0,Joined Rangers on loan until the end of the season on 15/8. - Expected back 01 Jul,2019-08-15T22:00:13.587784Z,43,0,0,0,13152.jpg,0.0,0,0,King,0.4,False,,n,9,13,0.0,0,37577,375,56371,1474,0.0,0.0,King,0,,,,,,
517,1,0,64,,,1,106837,0,0,-2,2,44.5,0,3,1.8,1.3,1,Dennis,0.8,2,0,17.0,False,42.6,352,,,53,0,0,0,106837.jpg,1.7,0,0,Praet,0.1,False,,a,9,13,83.0,17,3210,43,6657,123,0.2,3.2,Praet,0,10.0,20.040287565892587,2.0040287565892583,2.2273075921535344,0.37811863331872797,0.8704944655613613
181,5,8,327,100.0,100.0,2,122798,0,0,1,-1,356.4,0,2,4.5,4.5,1,Andrew,3.5,14,1,95.3,False,400.6,1350,,2019-11-12T11:30:18.442088Z,71,0,0,0,122798.jpg,4.4,0,0,Robertson,22.1,False,,a,10,14,196.0,66,735498,19837,1293951,51914,0.5,9.3,Robertson,0,14.999999999999998,76.85036927212258,5.123357951474839,3.692643184033385,0.7215997114753294,1.922761976836727
182,7,7,334,100.0,100.0,2,169187,1,-1,3,-3,710.2,2,2,5.2,5.2,3,Trent,4.2,14,1,136.1,False,468.2,1342,,2019-10-22T15:00:19.720774Z,73,0,0,0,169187.jpg,4.5,0,0,Alexander-Arnold,31.0,False,,a,10,14,182.0,67,1318747,63751,834108,19110,0.6,9.2,Alexander-Arnold,4,14.888888888888893,79.86792209232908,5.364263424111655,3.746196355395,0.7348306060426926,1.9854029673878844
183,0,6,278,100.0,100.0,2,97032,0,0,-1,1,50.7,1,2,6.5,6.5,1,Virgil,5.5,14,3,64.9,False,402.4,1350,,2019-10-27T20:00:16.725016Z,64,0,0,0,97032.jpg,4.0,0,0,van Dijk,39.8,False,,a,10,14,195.0,60,766670,44265,1599649,32269,0.9,9.4,van Dijk,1,15.0,61.06636927212257,4.071091284808172,4.042257343170085,0.6361080132512767,1.6092401278068833
184,0,0,23,100.0,100.0,0,171287,0,0,-4,4,13.3,0,2,1.8,1.8,1,Joseph,0.8,1,0,3.7,False,22.6,107,,2019-11-16T11:30:12.618594Z,51,0,0,0,171287.jpg,1.2,0,0,Gomez,0.7,False,,a,10,14,0.0,7,33794,268,115367,755,0.2,1.4,Gomez,0,5.833333333333334,15.192476939158778,2.604424618141505,1.9828488821344743,0.5106714937532363,1.1532586050465976
185,0,4,141,0.0,0.0,2,60914,-1,1,-3,3,20.9,0,2,0.0,0.0,0,Joel,0.0,5,1,25.0,False,192.4,630,Knee injury - Unknown return date,2019-10-22T15:00:19.734580Z,52,0,0,0,60914.jpg,4.6,0,0,Matip,1.5,False,,i,10,14,35.0,32,443486,44,468467,5754,0.0,6.0,Matip,0,6.956521739130436,29.56991038707134,4.250674618141504,,0.8174374265656739,1.8640441306529252
186,1,0,121,100.0,100.0,0,38454,0,0,-2,2,20.1,0,2,3.5,3.5,4,Dejan,2.5,8,0,23.3,False,160.0,630,,2019-08-14T10:00:15.198752Z,53,0,0,0,38454.jpg,2.1,0,0,Lovren,0.7,False,,a,10,14,52.0,15,48413,6728,25181,2108,0.5,2.8,Lovren,1,7.142857142857142,24.768404415296462,3.4675766181415053,3.5356346129612928,0.6542597392719821,1.506219032574905
187,5,12,270,,,4,92217,0,0,-1,1,252.8,0,4,5.2,5.2,4,Roberto,4.2,9,4,131.7,False,325.6,1178,,,94,0,0,0,92217.jpg,4.7,0,0,Firmino,9.9,False,,a,10,14,738.0,71,812655,11704,944451,50326,0.4,7.6,Firmino,0,15.106382978723405,73.18400000000003,4.844574647887326,3.783108515844313,0.515380281690141,1.5801260224099487
188,1,6,130,100.0,100.0,0,152760,0,0,-3,3,63.3,1,4,4.8,4.8,13,Divock,3.8,9,3,31.1,False,128.6,360,,2019-09-14T13:30:10.426607Z,52,0,0,0,152760.jpg,2.9,0,0,Origi,2.8,False,,a,10,14,119.0,35,365030,14420,520826,2715,0.7,6.7,Origi,0,12.06896551724138,26.9368,2.231906285714285,4.746555361052466,0.4292127472527471,0.9787556531137396
189,0,0,94,100.0,0.0,0,116535,0,0,0,0,0.0,0,1,2.0,0.0,0,Alisson,1.0,6,0,11.5,False,114.2,563,,2019-11-30T17:00:19.325478Z,60,0,0,0,116535.jpg,1.7,1,16,Ramses Becker,7.3,False,,a,10,14,0.0,12,304195,8175,1656153,15649,0.2,2.0,Alisson,0,7.0588235294117645,21.913585539822392,3.1044246181415045,2.3092809943019947,0.5174041030235841,1.2673760432302
190,0,0,0,0.0,0.0,0,66797,0,0,0,0,0.0,0,1,0.0,0.0,0,Simon,0.0,0,0,0.0,False,0.0,0,Joined Club Brugge on a permanent deal on 5/8,2019-08-05T14:30:10.321194Z,45,0,0,0,66797.jpg,0.0,0,0,Mignolet,0.0,False,,u,10,14,0.0,0,418,13,2706,23,0.0,0.0,Mignolet,0,,,,,,
191,3,8,210,100.0,100.0,4,118748,0,0,-3,3,247.1,2,3,3.8,3.8,0,Mohamed,2.8,8,6,124.7,False,331.2,1010,,2019-11-12T23:00:18.865321Z,122,0,0,0,118748.jpg,6.2,0,0,Salah,21.2,False,,a,10,14,670.0,75,1035851,30048,2455297,108012,0.2,6.1,Salah,0,12.096774193548384,74.15765186937955,6.1303658878687095,3.737901113974715,0.5024890072023532,1.7551186480640903
